,Date,Team,Relinquished,Notes,Player,Reg_games_missed,Post_games_missed,Out_for_season,Season,Year,Game_number,note_keyword,category
10741,2017-11-29,New York Knicks,Joakim Noah,placed on IL,Joakim Noah,1.0,0.0,0,regular,2017,21,roster move,healthy inactive
10742,2017-11-29,New York Knicks,Frank Ntilikina,placed on IL with sprained left ankle,Frank Ntilikina,1.0,0.0,0,regular,2017,21,ankle,lower leg
10744,2017-11-29,Charlotte Hornets,Kemba Walker,placed on IL with bruised left shoulder,Kemba Walker,2.0,0.0,0,regular,2017,20,shoulder,torso
10746,2017-11-29,Memphis Grizzlies,Mario Chalmers,placed on IL with sore right ankle,Mario Chalmers,1.0,0.0,0,regular,2017,20,ankle,lower leg
10748,2017-11-29,Philadelphia 76ers,Jahlil Okafor,placed on IL,Jahlil Okafor,60.0,0.0,0,regular,2017,20,roster move,healthy inactive
10751,2017-11-30,Utah Jazz,Raulzinho Neto / Raul Neto,placed on IL with sore left hamstring,Raul Neto,2.0,0.0,0,regular,2017,22,hamstring,upper leg
10754,2017-11-30,Atlanta Hawks,Tyler Dorsey,placed on IL,Tyler Dorsey,1.0,0.0,0,regular,2017,21,roster move,healthy inactive
10755,2017-11-30,Atlanta Hawks,Dewayne Dedmon,placed on IL with stress reaction in left tibia,Dewayne Dedmon,19.0,0.0,0,regular,2017,21,tibia,lower leg
10757,2017-11-30,Boston Celtics,Jabari Bird,placed on IL,Jabari Bird,6.0,0.0,0,regular,2017,23,roster move,healthy inactive
10759,2017-11-30,Portland Trailblazers,Caleb Swanigan,placed on IL,Caleb Swanigan,1.0,0.0,0,regular,2017,22,roster move,healthy inactive
10762,2017-11-30,Philadelphia 76ers,T.J. McConnell,placed on IL with bruised/sprained left shoulder,TJ McConnell,3.0,0.0,0,regular,2017,21,shoulder,torso
10763,2017-11-30,Philadelphia 76ers,Joel Embiid,placed on IL,Joel Embiid,1.0,0.0,0,regular,2017,21,roster move,healthy inactive
10764,2017-11-30,Los Angeles Clippers,Blake Griffin,placed on IL with sprained MCL in left knee,Blake Griffin,14.0,0.0,0,regular,2017,20,MCL,knee
10765,2017-12-01,Orlando Magic,Terrence Ross,placed on IL with sprained MCL in right knee and fractured right leg,Terrence Ross,57.0,0.0,0,regular,2017,23,MCL,knee
10768,2017-12-01,Golden State Warriors,Andre Iguodala,placed on IL with sore left knee,Andre Iguodala,2.0,0.0,0,regular,2017,23,knee,knee
10769,2017-12-01,Minnesota Timberwolves,Anthony Brown,placed on IL,Anthony Brown,43.0,0.0,0,regular,2017,23,roster move,healthy inactive
10770,2017-12-01,Toronto Raptors,Lucas Nogueira,placed on IL with strained right calf,Lucas Nogueira,11.0,0.0,0,regular,2017,21,calf,lower leg
10773,2017-12-01,Miami Heat,Derrick Walton Jr.,placed on IL,Derrick Walton,8.0,0.0,0,regular,2017,22,roster move,healthy inactive
10774,2017-12-01,Utah Jazz,Rodney Hood,placed on IL with sore left ankle,Rodney Hood,3.0,0.0,0,regular,2017,23,ankle,lower leg
10777,2017-12-01,Memphis Grizzlies,Kobi Simmons,placed on IL,Kobi Simmons,1.0,0.0,0,regular,2017,21,roster move,healthy inactive
10778,2017-12-01,Memphis Grizzlies,Ivan Rabb,placed on IL,Ivan Rabb,1.0,0.0,0,regular,2017,21,roster move,healthy inactive
10780,2017-12-01,Sacramento Kings,Malachi Richardson,placed on IL,Malachi Richardson,6.0,0.0,0,regular,2017,22,roster move,healthy inactive
10781,2017-12-02,Sacramento Kings,JaKarr Sampson,placed on IL,JaKarr Sampson,15.0,0.0,0,regular,2017,23,roster move,healthy inactive
10784,2017-12-02,Denver Nuggets,Torrey Craig,placed on IL,Torrey Craig,7.0,0.0,0,regular,2017,22,roster move,healthy inactive
10785,2017-12-02,Denver Nuggets,Nikola Jokic,placed on IL with sprained left ankle,Nikola Jokic,6.0,0.0,0,regular,2017,22,ankle,lower leg
10788,2017-12-02,Los Angeles Lakers,Ivica Zubac,placed on IL,Ivica Zubac,1.0,0.0,0,regular,2017,22,roster move,healthy inactive
10789,2017-12-02,Sacramento Kings,Justin Jackson,placed on IL,Justin Jackson,3.0,0.0,0,regular,2017,23,roster move,healthy inactive
10792,2017-12-02,Memphis Grizzlies,Chandler Parsons,"placed on IL with sore right knee, sore right ankle",Chandler Parsons,2.0,0.0,0,regular,2017,22,ankle,lower leg
10793,2017-12-02,Memphis Grizzlies,Brandan Wright,placed on IL with sore right groin,Brandan Wright,10.0,0.0,0,regular,2017,22,groin,upper leg
10795,2017-12-02,Portland Trailblazers,Zach Collins,placed on IL,Zach Collins,1.0,0.0,0,regular,2017,23,roster move,healthy inactive
10797,2017-12-02,Philadelphia 76ers,Justin Anderson,placed on IL with shin splints in left leg,Justin Anderson,12.0,0.0,0,regular,2017,22,shin,lower leg
10798,2017-12-02,Philadelphia 76ers,James Michael McAdoo / James McAdoo (Michael),placed on IL,James Michael McAdoo,2.0,0.0,0,regular,2017,22,roster move,healthy inactive
10799,2017-12-02,Philadelphia 76ers,Furkan Korkmaz,placed on IL,Furkan Korkmaz,2.0,0.0,0,regular,2017,22,roster move,healthy inactive
10800,2017-12-02,Atlanta Hawks,Mike Muscala,placed on IL with sprained left ankle,Mike Muscala,15.0,0.0,0,regular,2017,22,ankle,lower leg
10802,2017-12-03,Oklahoma City Thunder,Dakari Johnson,placed on IL,Dakari Johnson,1.0,0.0,0,regular,2017,22,roster move,healthy inactive
10804,2017-12-03,San Antonio Spurs,Rudy Gay,placed on IL with sore right ankle/heel,Rudy Gay,1.0,0.0,0,regular,2017,23,heel,foot
10805,2017-12-03,San Antonio Spurs,(William) Tony Parker,placed on IL for rest,Tony Parker,2.0,0.0,0,regular,2017,23,rest,rest
10808,2017-12-03,Los Angeles Lakers,Thomas Bryant,placed on IL,Thomas Bryant,5.0,0.0,0,regular,2017,23,roster move,healthy inactive
10811,2017-12-03,New York Knicks,Tim Hardaway Jr.,placed on IL with sore left leg,Tim Hardaway,20.0,0.0,0,regular,2017,22,leg,leg
10812,2017-12-03,New York Knicks,Kristaps Porzingis,placed on IL with sprained right ankle,Kristaps Porzingis,2.0,0.0,0,regular,2017,22,ankle,lower leg
10813,2017-12-03,Orlando Magic,Khem Birch,placed on IL,Khem Birch,5.0,0.0,0,regular,2017,24,roster move,healthy inactive
10815,2017-12-04,Cleveland Cavaliers,John Holland,placed on IL,John Holland,30.0,0.0,0,regular,2017,24,roster move,healthy inactive
10818,2017-12-04,San Antonio Spurs,Kyle Anderson,placed on IL with sprained MCL in left knee,Kyle Anderson,8.0,0.0,0,regular,2017,24,MCL,knee
10820,2017-12-04,Denver Nuggets,Tyler Lydon,placed on IL,Tyler Lydon,59.0,0.0,1,regular,2017,23,roster move,healthy inactive
10821,2017-12-04,Brooklyn Nets,Isaiah Whitehead,placed on IL,Isaiah Whitehead,5.0,0.0,0,regular,2017,23,roster move,healthy inactive
10822,2017-12-04,Utah Jazz,Tony Bradley,placed on IL,Tony Bradley,1.0,0.0,0,regular,2017,24,roster move,healthy inactive
10825,2017-12-04,Utah Jazz,Nate Wolters,placed on IL,Nate Wolters,4.0,0.0,0,regular,2017,24,roster move,healthy inactive
10826,2017-12-04,Charlotte Hornets,Julyan Stone,placed on IL,Julyan Stone,3.0,0.0,0,regular,2017,22,roster move,healthy inactive
10828,2017-12-04,Atlanta Hawks,Josh Magette,placed on IL,Josh Magette,22.0,0.0,0,regular,2017,23,roster move,healthy inactive
10829,2017-12-04,Atlanta Hawks,John Collins (Martin),placed on IL with left shoulder injury,John Collins,5.0,0.0,0,regular,2017,23,shoulder,torso
10830,2017-12-04,Memphis Grizzlies,Kobi Simmons,placed on IL,Kobi Simmons,7.0,0.0,0,regular,2017,23,roster move,healthy inactive
10831,2017-12-04,Memphis Grizzlies,Ivan Rabb,placed on IL,Ivan Rabb,4.0,0.0,0,regular,2017,23,roster move,healthy inactive
10832,2017-12-04,Chicago Bulls,Antonio Blakeney,placed on IL,Antonio Blakeney,29.0,0.0,0,regular,2017,22,roster move,healthy inactive
10834,2017-12-05,Oklahoma City Thunder,Kyle Singler,placed on IL,Kyle Singler,1.0,0.0,0,regular,2017,23,roster move,healthy inactive
10835,2017-12-05,Portland Trailblazers,Caleb Swanigan,placed on IL,Caleb Swanigan,1.0,0.0,0,regular,2017,24,roster move,healthy inactive
10840,2017-12-06,Golden State Warriors,Stephen Curry,placed on IL with sprained right ankle,Stephen Curry,11.0,0.0,0,regular,2017,26,ankle,lower leg
10841,2017-12-06,Golden State Warriors,Draymond Green,placed on IL with sore right shoulder,Draymond Green,1.0,0.0,0,regular,2017,26,shoulder,torso
10844,2017-12-06,Boston Celtics,Jaylen Brown,placed on IL with right eye inflammation,Jaylen Brown,1.0,0.0,0,regular,2017,26,eye,head
10847,2017-12-06,Los Angeles Clippers,Brice Johnson,placed on IL,Brice Johnson,4.0,0.0,0,regular,2017,23,roster move,healthy inactive
10849,2017-12-06,Milwaukee Bucks,Jason Terry,placed on IL with strained left knee,Jason Terry,6.0,0.0,0,regular,2017,23,knee,knee
10850,2017-12-06,New York Knicks,Ron Baker,placed on IL,Ron Baker,1.0,0.0,0,regular,2017,24,roster move,healthy inactive
10851,2017-12-07,Oklahoma City Thunder,Paul George,placed on IL with bruised right calf,Paul George,2.0,0.0,0,regular,2017,24,calf,lower leg
10856,2017-12-07,Oklahoma City Thunder,Jerami Grant,placed on IL with bruised left hip,Jerami Grant,1.0,0.0,0,regular,2017,24,hip,upper leg
10857,2017-12-07,Utah Jazz,Tony Bradley,placed on IL,Tony Bradley,4.0,0.0,0,regular,2017,26,roster move,healthy inactive
10859,2017-12-07,Los Angeles Lakers,Thomas Bryant,placed on IL,Thomas Bryant,4.0,0.0,0,regular,2017,24,roster move,healthy inactive
10862,2017-12-07,Phoenix Suns,Devin Booker,placed on IL with strained adductor in left groin,Devin Booker,9.0,0.0,0,regular,2017,27,groin,upper leg
10865,2017-12-08,Golden State Warriors,Patrick McCaw,placed on IL with concussion,Patrick McCaw,1.0,0.0,0,regular,2017,27,head,head
10868,2017-12-08,Dallas Mavericks,Dennis Smith Jr.,placed on IL with strained left hip,Dennis Smith,5.0,0.0,0,regular,2017,26,hip,upper leg
10869,2017-12-08,Sacramento Kings,Skal Labissiere,placed on IL,Skal Labissiere,1.0,0.0,0,regular,2017,25,roster move,healthy inactive
10870,2017-12-08,Charlotte Hornets,Cody Zeller,placed on IL with torn meniscus in left knee,Cody Zeller,27.0,0.0,0,regular,2017,24,knee,knee
10873,2017-12-08,Chicago Bulls,Kahlil Felder / Kay Felder,placed on IL,Kay Felder,2.0,0.0,0,regular,2017,24,roster move,healthy inactive
10874,2017-12-08,Sacramento Kings,Willie Cauley-Stein,placed on IL with strained lower back,Willie Cauley-Stein,2.0,0.0,0,regular,2017,25,back,torso
10875,2017-12-09,San Antonio Spurs,(William) Tony Parker,placed on IL for rest,Tony Parker,1.0,0.0,0,regular,2017,27,rest,rest
10881,2017-12-09,San Antonio Spurs,Pau Gasol,placed on IL for rest,Pau Gasol,1.0,0.0,0,regular,2017,27,rest,rest
10882,2017-12-09,San Antonio Spurs,Emanuel Ginobili / Manu Ginobili,placed on IL for rest,Manu Ginobili,1.0,0.0,0,regular,2017,27,rest,rest
10883,2017-12-09,Houston Rockets,Briante Weber,placed on IL,Briante Weber,7.0,0.0,0,regular,2017,24,roster move,healthy inactive
10884,2017-12-09,New York Knicks,Joakim Noah,placed on IL,Joakim Noah,4.0,0.0,0,regular,2017,25,roster move,healthy inactive
10886,2017-12-09,Orlando Magic,Evan Fournier,placed on IL with sprained right ankle (DTD),Evan Fournier,7.0,0.0,0,regular,2017,28,ankle,lower leg
10887,2017-12-09,Charlotte Hornets,Jeremy Lamb,placed on IL with bruised shin,Jeremy Lamb,1.0,0.0,0,regular,2017,25,shin,lower leg
10888,2017-12-09,Charlotte Hornets,Frank Kaminsky,placed on IL with sprained right ankle,Frank Kaminsky,1.0,0.0,0,regular,2017,25,ankle,lower leg
10890,2017-12-09,Portland Trailblazers,Maurice Harkless / Moe Harkless,placed on IL with left quadriceps injury,Maurice Harkless,2.0,0.0,0,regular,2017,25,quad,upper leg
10891,2017-12-09,Portland Trailblazers,Jusuf Nurkic,placed on IL with right ankle injury,Jusuf Nurkic,3.0,0.0,0,regular,2017,25,ankle,lower leg
10892,2017-12-09,Philadelphia 76ers,Joel Embiid,placed on IL for rest,Joel Embiid,2.0,0.0,0,regular,2017,25,rest,rest
10893,2017-12-10,Dallas Mavericks,Nerlens Noel,placed on IL recovering form surgery on thumb,Nerlens Noel,35.0,0.0,0,regular,2017,27,finger,hand
10896,2017-12-10,Sacramento Kings,Jack Cooley,placed on IL,Jack Cooley,12.0,0.0,0,regular,2017,26,roster move,healthy inactive
10898,2017-12-10,Philadelphia 76ers,Robert Covington,placed on IL with bruised lower back,Robert Covington,2.0,0.0,0,regular,2017,26,back,torso
10903,2017-12-11,Golden State Warriors,Draymond Green,placed on IL with sore right shoulder,Draymond Green,4.0,0.0,0,regular,2017,28,shoulder,torso
10905,2017-12-11,Oklahoma City Thunder,Andre Roberson,placed on IL with sprained left ankle,Andre Roberson,2.0,0.0,0,regular,2017,26,ankle,lower leg
10906,2017-12-11,New Orleans Pelicans,Tony Allen,placed on IL with fractured fibula in left leg,Tony Allen,22.0,0.0,0,regular,2017,28,fibula,lower leg
10907,2017-12-11,Golden State Warriors,Zaur Pachulia / Zaza Pachulia,placed on IL with sore left shoulder,Zaza Pachulia,6.0,0.0,0,regular,2017,28,shoulder,torso
10910,2017-12-11,Charlotte Hornets,Nicolas Batum,placed on IL with sore left elbow,Nicolas Batum,1.0,0.0,0,regular,2017,26,elbow,arm
10912,2017-12-11,Los Angeles Clippers,Danilo Gallinari,placed on IL with bruised left gluteus muscle,Danilo Gallinari,25.0,0.0,0,regular,2017,25,other,other
10914,2017-12-11,Boston Celtics,Kyrie Irving,placed on IL with bruised quadriceps,Kyrie Irving,1.0,0.0,0,regular,2017,29,quad,upper leg
10916,2017-12-11,New Orleans Pelicans,Jameer Nelson,placed on IL with left ankle injury,Jameer Nelson,1.0,0.0,0,regular,2017,28,ankle,lower leg
10921,2017-12-12,San Antonio Spurs,Matt Costello,placed on IL,Matt Costello,13.0,0.0,0,regular,2017,28,roster move,healthy inactive
10922,2017-12-12,San Antonio Spurs,Derrick White,placed on IL,Derrick White,2.0,0.0,0,regular,2017,28,roster move,healthy inactive
10923,2017-12-12,San Antonio Spurs,Darrun Hilliard,placed on IL,Darrun Hilliard,2.0,0.0,0,regular,2017,28,roster move,healthy inactive
10925,2017-12-12,Sacramento Kings,JaKarr Sampson,placed on IL,JaKarr Sampson,11.0,0.0,0,regular,2017,27,roster move,healthy inactive
10930,2017-12-12,Philadelphia 76ers,Jacob Pullen,placed on IL,Jacob Pullen,2.0,0.0,0,regular,2017,27,roster move,healthy inactive
10937,2017-12-13,Houston Rockets,Demetrius Jackson,placed on IL,Demetrius Jackson,4.0,0.0,0,regular,2017,26,roster move,healthy inactive
10939,2017-12-13,Denver Nuggets,Will Barton,placed on IL with bruised lower back,Will Barton,1.0,0.0,0,regular,2017,28,back,torso
10941,2017-12-13,Orlando Magic,Aaron Gordon,placed on IL with concussion,Aaron Gordon,1.0,0.0,0,regular,2017,29,head,head
10943,2017-12-13,Utah Jazz,Raulzinho Neto / Raul Neto,placed on IL with concussion,Raul Neto,15.0,0.0,0,regular,2017,28,head,head
10945,2017-12-13,Charlotte Hornets,Julyan Stone,placed on IL,Julyan Stone,1.0,0.0,0,regular,2017,27,roster move,healthy inactive
10947,2017-12-13,Boston Celtics,Al Horford,placed on IL for rest,Al Horford,1.0,0.0,0,regular,2017,30,rest,rest
10948,2017-12-13,Denver Nuggets,Monte Morris,placed on IL,Monte Morris,27.0,0.0,0,regular,2017,28,roster move,healthy inactive
10950,2017-12-14,Sacramento Kings,Georgios Papagiannis / Giorgios Papagiannis / George Papagiannis,placed on IL,Georgios Papagiannis,1.0,0.0,0,regular,2017,28,roster move,healthy inactive
10952,2017-12-15,Orlando Magic,Arron Afflalo,placed on IL with back spasms,Arron Afflalo,2.0,0.0,0,regular,2017,30,back,torso
10954,2017-12-15,Denver Nuggets,Juancho Hernangomez / Juan Hernangomez,placed on IL,Juan Hernangomez,1.0,0.0,0,regular,2017,29,roster move,healthy inactive
10958,2017-12-15,Oklahoma City Thunder,Kyle Singler,placed on IL,Kyle Singler,1.0,0.0,0,regular,2017,28,roster move,healthy inactive
10963,2017-12-15,Houston Rockets,Luc Richard Mbah a Moute / Luc Mbah a Moute,placed on IL with dislocated right shoulder,Luc Mbah a Moute,15.0,0.0,0,regular,2017,27,shoulder,torso
10964,2017-12-15,Charlotte Hornets,Mangok Mathiang,placed on IL,Mangok Mathiang,2.0,0.0,0,regular,2017,28,roster move,healthy inactive
10965,2017-12-15,Orlando Magic,Khem Birch,placed on IL,Khem Birch,5.0,0.0,0,regular,2017,30,roster move,healthy inactive
10967,2017-12-15,Memphis Grizzlies,Tyreke Evans,placed on IL with sore right hip,Tyreke Evans,19.0,0.0,0,regular,2017,29,hip,upper leg
10968,2017-12-15,Philadelphia 76ers,Furkan Korkmaz,placed on IL,Furkan Korkmaz,43.0,0.0,0,regular,2017,28,roster move,healthy inactive
10970,2017-12-15,Portland Trailblazers,Caleb Swanigan,placed on IL,Caleb Swanigan,4.0,0.0,0,regular,2017,28,roster move,healthy inactive
10971,2017-12-15,Milwaukee Bucks,Joel Bolomboy,placed on IL,Joel Bolomboy,,,1,regular,2017,27,roster move,healthy inactive
10972,2017-12-15,Chicago Bulls,Lauri Markkanen,placed on IL with back spasms,Lauri Markkanen,1.0,0.0,0,regular,2017,28,back,torso
10974,2017-12-15,Boston Celtics,Kadeem Allen,placed on IL,Kadeem Allen,4.0,0.0,0,regular,2017,31,roster move,healthy inactive
10976,2017-12-15,Los Angeles Clippers,Austin Rivers,placed on IL with concussion,Austin Rivers,2.0,0.0,0,regular,2017,27,head,head
10977,2017-12-15,Los Angeles Clippers,Milos Teodosic,placed on IL for rest,Milos Teodosic,1.0,0.0,0,regular,2017,27,rest,rest
10978,2017-12-15,Boston Celtics,Jabari Bird,placed on IL,Jabari Bird,6.0,0.0,0,regular,2017,31,roster move,healthy inactive
10983,2017-12-16,Oklahoma City Thunder,Steven Adams,placed on IL with concussion,Steven Adams,2.0,0.0,0,regular,2017,29,head,head
10984,2017-12-16,San Antonio Spurs,Kawhi Leonard,placed on IL for rest,Kawhi Leonard,1.0,0.0,0,regular,2017,30,rest,rest
10985,2017-12-16,Memphis Grizzlies,Ivan Rabb,placed on IL,Ivan Rabb,1.0,0.0,0,regular,2017,30,roster move,healthy inactive
10987,2017-12-16,New York Knicks,Kristaps Porzingis,placed on IL with sore left knee,Kristaps Porzingis,2.0,0.0,0,regular,2017,29,knee,knee
10990,2017-12-16,San Antonio Spurs,(William) Tony Parker,placed on IL for rest,Tony Parker,1.0,0.0,0,regular,2017,30,rest,rest
10991,2017-12-17,Indiana Pacers,Ike Anigbogu,placed on IL,Ike Anigbogu,5.0,0.0,0,regular,2017,30,roster move,healthy inactive
10992,2017-12-17,Toronto Raptors,Serge Ibaka,placed on IL with sore left knee (DTD),Serge Ibaka,1.0,0.0,0,regular,2017,28,knee,knee
10994,2017-12-17,Indiana Pacers,T.J. Leaf,placed on IL,TJ Leaf,3.0,0.0,0,regular,2017,30,roster move,healthy inactive
10996,2017-12-17,Cleveland Cavaliers,Dwyane Wade,placed on IL for rest,Dwyane Wade,1.0,0.0,0,regular,2017,31,rest,rest
10998,2017-12-17,Sacramento Kings,De'Aaron Fox,placed on IL with bruised right quadriceps,De'Aaron Fox,1.0,0.0,0,regular,2017,29,quad,upper leg
10999,2017-12-17,Cleveland Cavaliers,London Perrantes,placed on IL,London Perrantes,23.0,0.0,0,regular,2017,31,roster move,healthy inactive
11000,2017-12-17,Orlando Magic,Aaron Gordon,placed on IL with strained right calf (DTD),Aaron Gordon,5.0,0.0,0,regular,2017,31,calf,lower leg
11001,2017-12-18,Golden State Warriors,Shaun Livingston,placed on IL with sore right knee,Shaun Livingston,2.0,0.0,0,regular,2017,30,knee,knee
11004,2017-12-18,San Antonio Spurs,Derrick White,placed on IL,Derrick White,8.0,0.0,0,regular,2017,31,roster move,healthy inactive
11005,2017-12-18,San Antonio Spurs,Darrun Hilliard,placed on IL,Darrun Hilliard,8.0,0.0,0,regular,2017,31,roster move,healthy inactive
11007,2017-12-18,Denver Nuggets,Emmanuel Mudiay,placed on IL with right ankle injury,Emmanuel Mudiay,4.0,0.0,0,regular,2017,30,ankle,lower leg
11012,2017-12-18,Charlotte Hornets,Treveon Graham,placed on IL with back spasms,Treveon Graham,3.0,0.0,0,regular,2017,30,back,torso
11017,2017-12-18,Philadelphia 76ers,Trevor Booker,placed on IL with sprained left ankle,Trevor Booker,1.0,0.0,0,regular,2017,29,ankle,lower leg
11018,2017-12-18,Philadelphia 76ers,Joel Embiid,placed on IL for rest,Joel Embiid,3.0,0.0,0,regular,2017,29,rest,rest
11019,2017-12-18,Los Angeles Lakers,Ivica Zubac,placed on IL,Ivica Zubac,4.0,0.0,0,regular,2017,28,roster move,healthy inactive
11020,2017-12-19,Washington Wizards,Otto Porter Jr.,placed on IL with bruised right thigh,Otto Porter,1.0,0.0,0,regular,2017,31,quad,upper leg
11021,2017-12-19,New Orleans Pelicans,Jalen Jones,placed on IL,Jalen Jones,16.0,0.0,0,regular,2017,31,roster move,healthy inactive
11022,2017-12-19,Sacramento Kings,George Hill,placed on IL with illness,George Hill,1.0,0.0,0,regular,2017,30,sick,sick
11026,2017-12-19,Milwaukee Bucks,D.J. Wilson,placed on IL,DJ Wilson,2.0,0.0,0,regular,2017,29,roster move,healthy inactive
11029,2017-12-20,Denver Nuggets,Gary Harris,placed on IL with right elbow injury,Gary Harris,1.0,0.0,0,regular,2017,31,elbow,arm
11030,2017-12-20,Toronto Raptors,C.J. Miles,placed on IL with dental procedure,CJ Miles,3.0,0.0,0,regular,2017,29,other,other
11031,2017-12-20,Toronto Raptors,Lorenzo Brown,placed on IL,Lorenzo Brown,5.0,0.0,0,regular,2017,29,roster move,healthy inactive
11034,2017-12-20,San Antonio Spurs,Kawhi Leonard,placed on IL for rest,Kawhi Leonard,1.0,0.0,0,regular,2017,32,rest,rest
11036,2017-12-20,Oklahoma City Thunder,Kyle Singler,placed on IL,Kyle Singler,5.0,0.0,0,regular,2017,31,roster move,healthy inactive
11037,2017-12-20,Golden State Warriors,Andre Iguodala,placed on IL with flu,Andre Iguodala,1.0,0.0,0,regular,2017,31,sick,sick
11039,2017-12-20,Brooklyn Nets,Milton Doyle,placed on IL,Milton Doyle,3.0,0.0,0,regular,2017,30,roster move,healthy inactive
11041,2017-12-20,Brooklyn Nets,Isaiah Whitehead,placed on IL,Isaiah Whitehead,20.0,0.0,0,regular,2017,30,roster move,healthy inactive
11044,2017-12-20,Los Angeles Clippers,Brice Johnson,placed on IL,Brice Johnson,9.0,0.0,0,regular,2017,30,roster move,healthy inactive
11045,2017-12-20,Memphis Grizzlies,Chandler Parsons,placed on IL for rest,Chandler Parsons,1.0,0.0,0,regular,2017,31,rest,rest
11046,2017-12-20,Dallas Mavericks,Johnathan Motley,placed on IL,Johnathan Motley,16.0,0.0,0,regular,2017,32,roster move,healthy inactive
11048,2017-12-20,Miami Heat,Hassan Whiteside,placed on IL with bone bruise in left knee,Hassan Whiteside,3.0,0.0,0,regular,2017,31,knee,knee
11050,2017-12-20,Atlanta Hawks,Tyler Dorsey,placed on IL,Tyler Dorsey,5.0,0.0,0,regular,2017,31,roster move,healthy inactive
11052,2017-12-20,Sacramento Kings,De'Aaron Fox,placed on IL with bruised right quadriceps,De'Aaron Fox,6.0,0.0,0,regular,2017,31,quad,upper leg
11054,2017-12-20,Los Angeles Lakers,Brook Lopez,placed on IL with sprained right ankle,Brook Lopez,8.0,0.0,0,regular,2017,29,ankle,lower leg
11056,2017-12-20,Utah Jazz,Rudy Gobert,placed on IL with sprained left knee,Rudy Gobert,13.0,0.0,0,regular,2017,32,knee,knee
11058,2017-12-21,Utah Jazz,Erik McCree,placed on IL,Erik McCree,20.0,0.0,0,regular,2017,33,roster move,healthy inactive
11061,2017-12-21,New York Knicks,Joakim Noah,placed on IL,Joakim Noah,1.0,0.0,0,regular,2017,31,roster move,healthy inactive
11062,2017-12-21,Toronto Raptors,Alfonzo McKinnie,placed on IL,Alfonzo McKinnie,9.0,0.0,0,regular,2017,30,roster move,healthy inactive
11064,2017-12-21,Memphis Grizzlies,Vincent Hunter / Vince Hunter,placed on IL,Vince Hunter,2.0,0.0,0,regular,2017,32,roster move,healthy inactive
11065,2017-12-21,Memphis Grizzlies,Marc Gasol,placed on IL with tightness in right groin,Marc Gasol,31.0,0.0,0,regular,2017,32,groin,upper leg
11066,2017-12-21,Boston Celtics,Shane Larkin,placed on IL with sore left knee,Shane Larkin,1.0,0.0,0,regular,2017,35,knee,knee
11067,2017-12-21,Philadelphia 76ers,J.J. Redick,placed on IL with tightness in right hamstring,JJ Redick,2.0,0.0,0,regular,2017,31,hamstring,upper leg
11069,2017-12-22,Golden State Warriors,Damian Jones,placed on IL with strained right hamstring,Damian Jones,18.0,0.0,0,regular,2017,32,hamstring,upper leg
11077,2017-12-22,New York Knicks,Damyean Dotson,placed on IL,Damyean Dotson,2.0,0.0,0,regular,2017,32,roster move,healthy inactive
11078,2017-12-22,Charlotte Hornets,Mangok Mathiang,placed on IL,Mangok Mathiang,41.0,0.0,0,regular,2017,32,roster move,healthy inactive
11079,2017-12-22,Charlotte Hornets,Julyan Stone,placed on IL,Julyan Stone,5.0,0.0,0,regular,2017,32,roster move,healthy inactive
11081,2017-12-22,Denver Nuggets,Monte Morris,placed on IL,Monte Morris,23.0,0.0,0,regular,2017,32,roster move,healthy inactive
11083,2017-12-23,Golden State Warriors,Shaun Livingston,placed on IL with sore right knee,Shaun Livingston,1.0,0.0,0,regular,2017,33,knee,knee
11085,2017-12-23,San Antonio Spurs,Danny Green,placed on IL with tightness in left groin,Danny Green,1.0,0.0,0,regular,2017,34,groin,upper leg
11086,2017-12-23,Los Angeles Lakers,Brandon Ingram,placed on IL with tendinitis in left quadriceps,Brandon Ingram,2.0,0.0,0,regular,2017,31,quad,upper leg
11091,2017-12-23,Milwaukee Bucks,Giannis Antetokounmpo,placed on IL with sore right knee,Giannis Antetokounmpo,1.0,0.0,0,regular,2017,31,knee,knee
11092,2017-12-23,Portland Trailblazers,Noah Vonleh,placed on IL with dislocated finger on right hand,Noah Vonleh,2.0,0.0,0,regular,2017,33,hand,hand
11094,2017-12-23,Memphis Grizzlies,JaMychal Green,placed on IL with sore right knee,JaMychal Green,3.0,0.0,0,regular,2017,33,knee,knee
11101,2017-12-25,Boston Celtics,Semi Ojeleye,placed on IL with sore back,Semi Ojeleye,4.0,0.0,0,regular,2017,37,back,torso
11102,2017-12-25,Boston Celtics,Kadeem Allen,placed on IL,Kadeem Allen,1.0,0.0,0,regular,2017,37,roster move,healthy inactive
11104,2017-12-25,Los Angeles Lakers,Lonzo Ball,placed on IL with sprained left shoulder,Lonzo Ball,6.0,0.0,0,regular,2017,32,shoulder,torso
11107,2017-12-26,Phoenix Suns,Danuel House,placed on IL with foot injury,Danuel House,1.0,0.0,0,regular,2017,36,foot,foot
11109,2017-12-26,San Antonio Spurs,Brandon Paul,placed on IL,Brandon Paul,1.0,0.0,0,regular,2017,35,roster move,healthy inactive
11112,2017-12-26,Toronto Raptors,Malcolm Miller,placed on IL,Malcolm Miller,8.0,0.0,0,regular,2017,32,roster move,healthy inactive
11113,2017-12-26,Detroit Pistons,Avery Bradley,placed on IL with strained adductor in right groin,Avery Bradley,3.0,0.0,0,regular,2017,33,groin,upper leg
