,Date,Team,Relinquished,Notes,Player,Reg_games_missed,Post_games_missed,Out_for_season,Season,Year,Game_number,note_keyword,category
5625,2014-10-30,Oklahoma City Thunder,Russell Westbrook,fractured right hand (DTD),Russell Westbrook,1,0,,regular,2014,2,hand,hand
5626,2014-10-31,Philadelphia 76ers,Michael Carter-Williams,recovering from surgery on right shoulder to repair torn labrum (DTD),Michael Carter-Williams,6,0,,regular,2014,2,shoulder,torso
5628,2014-10-31,Sacramento Kings,Derrick Williams,knee injury (DNP),Derrick Williams,1,0,,regular,2014,2,knee,knee
5629,2014-11-01,Chicago Bulls,Derrick Rose,sprained left ankle (DTD),Derrick Rose,1,0,,regular,2014,3,ankle,lower leg
5630,2014-11-01,Oklahoma City Thunder,Russell Westbrook,surgery on right hand to repair fracture (out indefinitely),Russell Westbrook,1,0,,regular,2014,3,hand,hand
5632,2014-11-02,Los Angeles Clippers,Jamal Crawford,bruised ribs (DTD),Jamal Crawford,1,0,,regular,2014,3,ribs,torso
5634,2014-11-03,Houston Rockets,Tarik Black,thigh injury (DNP),Tarik Black,1,0,,regular,2014,4,quad,upper leg
5635,2014-11-03,New Orleans Pelicans,John Salmons,placed on IL for personal reasons,John Salmons,1,0,,regular,2014,3,personal reasons,healthy inactive
5638,2014-11-04,New Orleans Pelicans,Darius Miller,placed on IL for personal reasons,Darius Miller,1,0,,regular,2014,4,personal reasons,healthy inactive
5639,2014-11-04,New Orleans Pelicans,Luke Babbitt,sprained left finger (DTD),Luke Babbitt,1,0,,regular,2014,4,finger,hand
5640,2014-11-04,Oklahoma City Thunder,Andre Roberson,sprained left foot (DTD),Andre Roberson,8,0,,regular,2014,5,foot,foot
5641,2014-11-05,Indiana Pacers,Rodney Stuckey,sore left foot (DTD),Rodney Stuckey,7,0,,regular,2014,5,foot,foot
5642,2014-11-05,Detroit Pistons,Luigi Datome / Gigi Datome,strained right hamstring (DTD),Luigi Datome,5,0,,regular,2014,4,hamstring,upper leg
5643,2014-11-05,Miami Heat,Udonis Haslem,strained left quadriceps (DTD),Udonis Haslem,1,0,,regular,2014,5,quad,upper leg
5644,2014-11-06,San Antonio Spurs,Tim Duncan,rest (DTD),Tim Duncan,1,0,,regular,2014,4,rest,rest
5645,2014-11-06,San Antonio Spurs,Marco Belinelli,strained right groin (DTD),Marco Belinelli,8,0,,regular,2014,4,groin,upper leg
5646,2014-11-06,San Antonio Spurs,Emanuel Ginobili / Manu Ginobili,rest (DTD),Manu Ginobili,1,0,,regular,2014,4,rest,rest
5647,2014-11-07,Philadelphia 76ers,Malcolm Thomas (b),left knee injury (DTD),Malcolm Thomas,2,0,,regular,2014,6,knee,knee
5648,2014-11-07,Philadelphia 76ers,Nerlens Noel,sprained left ankle (DTD),Nerlens Noel,2,0,,regular,2014,6,ankle,lower leg
5649,2014-11-07,New York Knicks,Pablo Prigioni,sprained right ankle (DTD),Pablo Prigioni,2,0,,regular,2014,6,ankle,lower leg
5650,2014-11-07,Indiana Pacers,C.J. Miles,migraine headache (DTD),CJ Miles,4,0,,regular,2014,6,sick,sick
5651,2014-11-07,Oklahoma City Thunder,Perry Jones III,bruised right knee (DTD),Perry Jones,13,0,,regular,2014,6,knee,knee
5653,2014-11-08,Minnesota Timberwolves,Ricky Rubio,sprained left ankle (DNP),Ricky Rubio,1,0,,regular,2014,6,ankle,lower leg
5654,2014-11-08,Minnesota Timberwolves,Anthony Bennett,bruised knee (DTD),Anthony Bennett,1,0,,regular,2014,6,knee,knee
5656,2014-11-08,Houston Rockets,Dwight Howard,flu (DTD),Dwight Howard,1,0,,regular,2014,7,sick,sick
5658,2014-11-08,Boston Celtics,Rajon Rondo,surgery on left hand to remove screw,Rajon Rondo,1,0,,regular,2014,6,hand,hand
5659,2014-11-08,Boston Celtics,Marcus Smart,sprained left ankle (DNP),Marcus Smart,1,0,,regular,2014,6,ankle,lower leg
5660,2014-11-09,Los Angeles Lakers,Ryan Kelly,sore right hamstring (DTD),Ryan Kelly,3,0,,regular,2014,6,hamstring,upper leg
5661,2014-11-09,Orlando Magic,Roy Devyn Marble / Roy Marble (Devyn),sprained rotator cuff in right shoulder (DTD),Roy Marble,1,0,,regular,2014,7,shoulder,torso
5662,2014-11-09,Golden State Warriors,Klay Thompson,sprained right hand (DTD),Klay Thompson,1,0,,regular,2014,6,hand,hand
5667,2014-11-11,Los Angeles Lakers,Wayne Ellington,death of father (DTD),Wayne Ellington,6,0,,regular,2014,7,personal reasons,healthy inactive
5668,2014-11-11,Sacramento Kings,Darren Collison,shoulder injury (DTD),Darren Collison,1,0,,regular,2014,8,shoulder,torso
5669,2014-11-11,Milwaukee Bucks,Khris Middleton,sore right knee (DNP),Khris Middleton,1,0,,regular,2014,8,knee,knee
5673,2014-11-13,Philadelphia 76ers,Alexey Shved,sore lower back (DTD),Alexey Shved,2,0,,regular,2014,8,back,torso
5677,2014-11-14,Houston Rockets,Troy Daniels,groin injury (DNP),Troy Daniels,1,0,,regular,2014,9,groin,upper leg
5679,2014-11-14,Minnesota Timberwolves,Thaddeus Young,placed on IL for personal reasons,Thaddeus Young,1,0,,regular,2014,8,personal reasons,healthy inactive
5681,2014-11-14,New York Knicks,Amare Stoudemire / Amar'e Stoudemire,rest (DTD),Amar'e Stoudemire,1,0,,regular,2014,10,rest,rest
5683,2014-11-14,Denver Nuggets,Randy Foye,bruised right knee (DNP),Randy Foye,1,0,,regular,2014,8,knee,knee
5684,2014-11-14,Milwaukee Bucks,Khris Middleton,sore right knee (DNP),Khris Middleton,1,0,,regular,2014,9,knee,knee
5685,2014-11-15,Chicago Bulls,Derrick Rose,strained left hamstring (DTD),Derrick Rose,4,0,,regular,2014,10,hamstring,upper leg
5686,2014-11-15,Orlando Magic,Luke Ridnour,personal reasons (DTD),Luke Ridnour,1,0,,regular,2014,11,personal reasons,healthy inactive
5687,2014-11-15,Indiana Pacers,C.J. Miles,strained right calf (DTD),CJ Miles,3,0,,regular,2014,11,calf,lower leg
5688,2014-11-16,New York Knicks,Iman Shumpert,bruised right hip (DTD),Iman Shumpert,1,0,,regular,2014,11,hip,upper leg
5690,2014-11-16,Orlando Magic,Aaron Gordon,fractured left foot (DTD),Aaron Gordon,1,0,,regular,2014,12,foot,foot
5692,2014-11-17,Los Angeles Lakers,Ryan Kelly,torn right hamstring (out indefinitely),Ryan Kelly,1,0,,regular,2014,11,hamstring,upper leg
5693,2014-11-17,Charlotte Hornets,Gary Neal,concussion (DTD),Gary Neal,1,0,,regular,2014,11,head,head
5695,2014-11-17,Miami Heat,Luol Deng,sprained right wrist (DTD),Luol Deng,1,0,,regular,2014,11,wrist,arm
5697,2014-11-18,Milwaukee Bucks,Larry Sanders (b),bruised left thigh (DTD),Larry Sanders,1,0,,regular,2014,11,quad,upper leg
5698,2014-11-18,New York Knicks,Cleanthony Early,right knee injury (out indefinitely),Cleanthony Early,1,0,,regular,2014,12,knee,knee
5700,2014-11-19,Denver Nuggets,J.J. Hickson,DNP,JJ Hickson,1,0,,regular,2014,11,other,other
5701,2014-11-19,Minnesota Timberwolves,Ronny Turiaf,hip injury (out for season),Ronny Turiaf,1,0,,regular,2014,10,hip,upper leg
5702,2014-11-19,Minnesota Timberwolves,Nikola Pekovic,sprained right wrist (DTD),Nikola Pekovic,1,0,,regular,2014,10,wrist,arm
5704,2014-11-19,San Antonio Spurs,Matt Bonner,stomach virus (DTD),Matt Bonner,1,0,,regular,2014,11,sick,sick
5705,2014-11-19,Houston Rockets,Dwight Howard,strained right knee (DTD),Dwight Howard,11,0,,regular,2014,12,knee,knee
5706,2014-11-19,Memphis Grizzlies,Beno Udrih,flu (DTD),Beno Udrih,1,0,,regular,2014,12,sick,sick
5708,2014-11-19,Orlando Magic,Evan Fournier,bruised left heel (DTD),Evan Fournier,1,0,,regular,2014,13,heel,foot
5709,2014-11-19,Charlotte Hornets,P.J. Hairston,sprained right ankle (DNP),PJ Hairston,1,0,,regular,2014,12,ankle,lower leg
5710,2014-11-19,Memphis Grizzlies,Tony Allen,flu / stomach virus (DTD),Tony Allen,2,0,,regular,2014,12,sick,sick
5711,2014-11-19,Memphis Grizzlies,Courtney Lee,flu (DTD),Courtney Lee,1,0,,regular,2014,12,sick,sick
5712,2014-11-19,Toronto Raptors,James Johnson,sprained right ankle (DTD),James Johnson,1,0,,regular,2014,11,ankle,lower leg
5715,2014-11-21,Denver Nuggets,J.J. Hickson,DNP,JJ Hickson,1,0,,regular,2014,12,other,other
5716,2014-11-21,New Orleans Pelicans,Omer Asik,DNP,No Match,1,0,,regular,2014,11,other,other
5717,2014-11-21,Minnesota Timberwolves,Kevin Martin,fractured right wrist (DTD),Kevin Martin,1,0,,regular,2014,11,wrist,arm
5719,2014-11-21,Brooklyn Nets,Andrei Kirilenko,personal reasons (DNP),Andrei Kirilenko,1,0,,regular,2014,12,personal reasons,healthy inactive
5720,2014-11-21,Philadelphia 76ers,Jerami Grant,sprained right ankle (DTD),Jerami Grant,1,0,,regular,2014,12,ankle,lower leg
5724,2014-11-21,Memphis Grizzlies,Quincy Pondexter,flu / stomach virus (DNP),Quincy Pondexter,1,0,,regular,2014,13,sick,sick
5726,2014-11-22,Orlando Magic,Tobias Harris,strained right calf (DTD),Tobias Harris,2,0,,regular,2014,15,calf,lower leg
5727,2014-11-22,San Antonio Spurs,Matt Bonner,illness (DNP),Matt Bonner,1,0,,regular,2014,13,sick,sick
5728,2014-11-22,Washington Wizards,Otto Porter Jr.,left hamstring injury (DNP),Otto Porter,1,0,,regular,2014,12,hamstring,upper leg
5730,2014-11-23,Los Angeles Lakers,Carlos Boozer,strained left shoulder (DTD),Carlos Boozer,1,0,,regular,2014,14,shoulder,torso
5732,2014-11-24,Indiana Pacers,Roy Hibbert,sprained left ankle (DTD),Roy Hibbert,4,0,,regular,2014,14,ankle,lower leg
5733,2014-11-24,Los Angeles Clippers,Matt Barnes,strained left calf (DTD),Matt Barnes,1,0,,regular,2014,13,calf,lower leg
5735,2014-11-24,Los Angeles Lakers,Xavier Henry,torn left Achilles tendon (DTD),Xavier Henry,16,0,,regular,2014,15,achilles,lower leg
5736,2014-11-25,Milwaukee Bucks,Nate Wolters,illness (DTD),Nate Wolters,3,0,,regular,2014,15,sick,sick
5737,2014-11-25,Sacramento Kings,Darren Collison,bruised left quadriceps (DTD),Darren Collison,2,0,,regular,2014,14,quad,upper leg
5738,2014-11-25,Detroit Pistons,Brandon Jennings,hyperextended left thumb (DTD),Brandon Jennings,1,0,,regular,2014,14,finger,hand
5739,2014-11-25,Minnesota Timberwolves,Kevin Martin,surgery on right wrist to repair fracture (out indefinitely),Kevin Martin,1,0,,regular,2014,13,wrist,arm
5740,2014-11-25,Washington Wizards,Nene / Nene Hilario / Maybyner Hilario,plantar faciitis in right foot (DTD),Nene Hilario,5,0,,regular,2014,13,foot,foot
5741,2014-11-26,Golden State Warriors,Leandro Barbosa,knee injury (DTD),Leandro Barbosa,2,0,,regular,2014,14,knee,knee
5743,2014-11-26,Minnesota Timberwolves,Maurice Williams / Mo Williams,illness (DTD),Mo Williams,1,0,,regular,2014,13,sick,sick
5744,2014-11-26,San Antonio Spurs,Cory Joseph,sprained left ankle (DTD),Cory Joseph,24,0,,regular,2014,14,ankle,lower leg
5746,2014-11-26,New York Knicks,Carmelo Anthony,back spasms (DTD),Carmelo Anthony,2,0,,regular,2014,16,back,torso
5747,2014-11-26,Milwaukee Bucks,John Henson,sprained left foot (DTD),John Henson,1,0,,regular,2014,16,foot,foot
5751,2014-11-28,Detroit Pistons,Brandon Jennings,"fined $15,000 by NBA for making an obscene gesture during game",Brandon Jennings,1,0,,regular,2014,16,other,other
5752,2014-11-28,Dallas Mavericks,Jameer Nelson,back spasms (DTD),Jameer Nelson,2,0,,regular,2014,17,back,torso
5754,2014-11-28,Charlotte Hornets,Marvin Williams,sprained left shoulder (DTD),Marvin Williams,2,0,,regular,2014,17,shoulder,torso
5755,2014-11-28,Milwaukee Bucks,Zaur Pachulia / Zaza Pachulia,personal reasons (DTD),Zaza Pachulia,2,0,,regular,2014,17,personal reasons,healthy inactive
5758,2014-11-29,Utah Jazz,Jeremy Evans,sprained left ankle (DTD),Jeremy Evans,4,0,,regular,2014,17,ankle,lower leg
5759,2014-11-29,Dallas Mavericks,Dirk Nowitzki,rest (DTD),Dirk Nowitzki,1,0,,regular,2014,18,rest,rest
5760,2014-11-29,Toronto Raptors,DeMar DeRozan,torn tendon in left groin (out indefinitely),DeMar DeRozan,1,0,,regular,2014,17,groin,upper leg
5761,2014-11-29,Houston Rockets,Isaiah Canaan,left ankle injury (DTD),Isaiah Canaan,1,0,,regular,2014,17,ankle,lower leg
5765,2014-12-01,San Antonio Spurs,Tim Duncan,rest (DTD),Tim Duncan,1,0,,regular,2014,17,rest,rest
5766,2014-12-01,San Antonio Spurs,(William) Tony Parker,bruised ribs (DTD),Tony Parker,1,0,,regular,2014,17,ribs,torso
5767,2014-12-01,Philadelphia 76ers,Nerlens Noel,hip flexor injury (DNP),Nerlens Noel,1,0,,regular,2014,17,hip,upper leg
5768,2014-12-01,Utah Jazz,Derrick Favors,flu (DTD),Derrick Favors,1,0,,regular,2014,18,sick,sick
5770,2014-12-02,New York Knicks,J.R. Smith,flu (DTD),JR Smith,1,0,,regular,2014,19,sick,sick
5771,2014-12-02,Orlando Magic,Nikola Vucevic,back spasms (DTD),Nikola Vucevic,1,0,,regular,2014,20,back,torso
5777,2014-12-03,Dallas Mavericks,Dirk Nowitzki,sore back (DTD),Dirk Nowitzki,1,0,,regular,2014,20,back,torso
5779,2014-12-03,Milwaukee Bucks,Ersan Ilyasova,fractured nose (DTD),Ersan Ilyasova,1,0,,regular,2014,20,nose,head
5782,2014-12-03,Philadelphia 76ers,Alexey Shved,strained left hip flexor (DTD),Alexey Shved,9,0,,regular,2014,18,hip,upper leg
5783,2014-12-03,Utah Jazz,Alec Burks,left shoulder injury (DNP),Alec Burks,1,0,,regular,2014,19,shoulder,torso
5786,2014-12-05,Miami Heat,Norris Cole (a),cold (DTD),Norris Cole,1,0,,regular,2014,19,other,other
5787,2014-12-05,Minnesota Timberwolves,Maurice Williams / Mo Williams,back spasms (DTD),Mo Williams,6,0,,regular,2014,18,back,torso
5790,2014-12-05,Miami Heat,Luol Deng,bruised right hand (DTD),Luol Deng,1,0,,regular,2014,19,hand,hand
5791,2014-12-06,Houston Rockets,Kostas Papanikolaou,strained right knee (DTD),Kostas Papanikolaou,1,0,,regular,2014,20,knee,knee
5792,2014-12-06,San Antonio Spurs,(William) Tony Parker,strained left hamstring (DTD),Tony Parker,3,0,,regular,2014,20,hamstring,upper leg
5793,2014-12-06,San Antonio Spurs,Emanuel Ginobili / Manu Ginobili,left shoulder impingement (DTD),Manu Ginobili,1,0,,regular,2014,20,shoulder,torso
5794,2014-12-07,Indiana Pacers,Ian Mahinmi,torn plantar fascia in left foot (out indefinitely),Ian Mahinmi,1,0,,regular,2014,21,foot,foot
5795,2014-12-07,Denver Nuggets,Kenneth Faried,strained lower back (DTD),Kenneth Faried,2,0,,regular,2014,20,back,torso
5796,2014-12-07,Denver Nuggets,Nate Robinson,bruised back (DTD),Nate Robinson,4,0,,regular,2014,20,back,torso
5799,2014-12-07,Denver Nuggets,JaVale McGee,strained left lower leg (DTD),JaVale McGee,23,0,,regular,2014,20,leg,leg
5801,2014-12-08,Brooklyn Nets,Joe Johnson,flu (DTD),Joe Johnson,1,0,,regular,2014,19,sick,sick
5802,2014-12-08,Washington Wizards,Nene / Nene Hilario / Maybyner Hilario,sore left (P) / right knee (DTD),Nene Hilario,1,0,,regular,2014,20,knee,knee
5804,2014-12-10,San Antonio Spurs,Emanuel Ginobili / Manu Ginobili,rest (DTD),Manu Ginobili,1,0,,regular,2014,22,rest,rest
5806,2014-12-10,San Antonio Spurs,Tim Duncan,rest (DTD),Tim Duncan,1,0,,regular,2014,22,rest,rest
5807,2014-12-10,Houston Rockets,Francisco Garcia,strained right Achilles (DTD),Francisco Garcia,5,0,,regular,2014,21,achilles,lower leg
5809,2014-12-10,Dallas Mavericks,Jameer Nelson,sore right shoulder (DTD),Jameer Nelson,1,0,,regular,2014,24,shoulder,torso
5810,2014-12-10,New York Knicks,J.R. Smith,sore left heel (DTD),JR Smith,10,0,,regular,2014,24,heel,foot
5811,2014-12-10,New York Knicks,Carmelo Anthony,sore left knee (DTD),Carmelo Anthony,1,0,,regular,2014,24,knee,knee
5812,2014-12-10,Miami Heat,Josh McRoberts,torn meniscus in right knee (out for season),Josh McRoberts,1,0,,regular,2014,22,knee,knee
5813,2014-12-10,Brooklyn Nets,Mirza Teletovic,right hip pointer (DTD),Mirza Teletovic,1,0,,regular,2014,20,hip,upper leg
5814,2014-12-11,Cleveland Cavaliers,LeBron James,sore left knee (DTD),LeBron James,1,0,,regular,2014,21,knee,knee
5815,2014-12-11,Sacramento Kings,Omri Casspi,bone bruise in left knee (DTD),Omri Casspi,1,0,,regular,2014,23,knee,knee
5816,2014-12-11,Houston Rockets,Isaiah Canaan,sprained left knee (DTD),Isaiah Canaan,1,0,,regular,2014,22,knee,knee
5822,2014-12-13,Milwaukee Bucks,Damien Inglis,right ankle injury (out for season),Damien Inglis,1,0,,regular,2014,24,ankle,lower leg
5823,2014-12-13,Denver Nuggets,Danilo Gallinari,bruised right knee (DTD),Danilo Gallinari,1,0,,regular,2014,23,knee,knee
5824,2014-12-13,Houston Rockets,Isaiah Canaan,sprained left ankle (DTD),Isaiah Canaan,1,0,,regular,2014,23,ankle,lower leg
5825,2014-12-13,Indiana Pacers,C.J. Miles,bruised left knee (DTD),CJ Miles,1,0,,regular,2014,24,knee,knee
5828,2014-12-13,Chicago Bulls,Doug McDermott,arthroscopic surgery on right knee to repair torn meniscus (out indefinitely),Doug McDermott,1,0,,regular,2014,23,knee,knee
5829,2014-12-13,Philadelphia 76ers,K.J. McDaniels,sprained left ankle (DTD),KJ McDaniels,1,0,,regular,2014,23,ankle,lower leg
5830,2014-12-13,Brooklyn Nets,Kevin Garnett,rest (DTD),Kevin Garnett,1,0,,regular,2014,22,rest,rest
5831,2014-12-14,Miami Heat,Chris Bosh,strained left calf (out indefinitely),Chris Bosh,1,0,,regular,2014,24,calf,lower leg
5832,2014-12-14,Denver Nuggets,Kenneth Faried,strained right ankle (DTD),Kenneth Faried,1,0,,regular,2014,24,ankle,lower leg
5834,2014-12-14,New Orleans Pelicans,Anthony Davis,chest injury (DTD),Anthony Davis,1,0,,regular,2014,23,chest,torso
5835,2014-12-15,San Antonio Spurs,Tim Duncan,rest (DTD),Tim Duncan,1,0,,regular,2014,25,rest,rest
5836,2014-12-15,San Antonio Spurs,Tiago Splitter,calf injury (DTD),Tiago Splitter,1,0,,regular,2014,25,calf,lower leg
5837,2014-12-15,San Antonio Spurs,Emanuel Ginobili / Manu Ginobili,bruised lower back (DTD),Manu Ginobili,1,0,,regular,2014,25,back,torso
5840,2014-12-15,Boston Celtics,Marcus Smart,strained left Achilles (DTD),Marcus Smart,2,0,,regular,2014,22,achilles,lower leg
5841,2014-12-16,Washington Wizards,Paul Pierce,sore right toe (DTD),Paul Pierce,1,0,,regular,2014,24,toe,foot
5842,2014-12-16,Milwaukee Bucks,Jabari Parker,torn ACL in left knee (out for season),Jabari Parker,1,0,,regular,2014,26,ACL,knee
5843,2014-12-16,Miami Heat,Danny Granger,illness (DTD),Danny Granger,3,0,,regular,2014,25,sick,sick
5846,2014-12-16,Minnesota Timberwolves,Ronny Turiaf,arthroscopic surgery on right hip (out for season),Ronny Turiaf,1,0,,regular,2014,24,hip,upper leg
5849,2014-12-17,San Antonio Spurs,Kawhi Leonard,bruised right hand (DTD),Kawhi Leonard,1,0,,regular,2014,26,hand,hand
5854,2014-12-17,Brooklyn Nets,Sergey Karasev,strained left oblique (DTD),Sergey Karasev,1,0,,regular,2014,24,abdominal,torso
5855,2014-12-17,Houston Rockets,Jason Terry,personal reasons (DTD),Jason Terry,2,0,,regular,2014,24,personal reasons,healthy inactive
5856,2014-12-17,Memphis Grizzlies,Tony Allen,right eye injury (DTD),Tony Allen,4,0,,regular,2014,25,eye,head
5857,2014-12-18,Milwaukee Bucks,Larry Sanders (b),suspended by NBA for 1 game for shoving opposing player,Larry Sanders,1,0,,regular,2014,27,other,other
5858,2014-12-18,New York Knicks,Carmelo Anthony,sore left knee (DTD),Carmelo Anthony,1,0,,regular,2014,28,knee,knee
5859,2014-12-18,New Orleans Pelicans,Tyreke Evans,bruised right knee (DTD),Tyreke Evans,1,0,,regular,2014,25,knee,knee
5862,2014-12-19,Oklahoma City Thunder,Kendrick Perkins,left knee injury (DTD),Kendrick Perkins,1,0,,regular,2014,27,knee,knee
5863,2014-12-19,Denver Nuggets,Darrell Arthur,strained left leg (DTD),Darrell Arthur,5,0,,regular,2014,26,leg,leg
5864,2014-12-19,Charlotte Hornets,Lance Stephenson,bruised pelvis (DTD),Lance Stephenson,1,0,,regular,2014,26,other,other
5866,2014-12-19,Philadelphia 76ers,Furkan Aldemir,plantar fasciitis right foot in (DTD),Furkan Aldemir,3,0,,regular,2014,25,foot,foot
5868,2014-12-20,San Antonio Spurs,Danny Green,rest (DTD),Danny Green,1,0,,regular,2014,28,rest,rest
5869,2014-12-20,San Antonio Spurs,Tiago Splitter,rest (DTD),Tiago Splitter,1,0,,regular,2014,28,rest,rest
5870,2014-12-20,San Antonio Spurs,Tim Duncan,rest (DTD),Tim Duncan,1,0,,regular,2014,28,rest,rest
5872,2014-12-20,San Antonio Spurs,Emanuel Ginobili / Manu Ginobili,rest (DTD),Manu Ginobili,1,0,,regular,2014,28,rest,rest
5873,2014-12-20,Indiana Pacers,C.J. Watson,upper respiratory ailment (DTD),CJ Watson,1,0,,regular,2014,27,other,other
5875,2014-12-20,New York Knicks,Amare Stoudemire / Amar'e Stoudemire,rest (DTD),Amar'e Stoudemire,2,0,,regular,2014,29,rest,rest
5878,2014-12-21,Denver Nuggets,Danilo Gallinari,torn meniscus in right knee (out indefinitely),Danilo Gallinari,1,0,,regular,2014,28,knee,knee
5879,2014-12-21,Sacramento Kings,Ramon Sessions,back injury (DTD),Ramon Sessions,1,0,,regular,2014,27,back,torso
5881,2014-12-21,Miami Heat,Hassan Whiteside,left toe injury (DTD),Hassan Whiteside,1,0,,regular,2014,28,toe,foot
5882,2014-12-21,Miami Heat,Dwyane Wade,bruised right knee (DTD),Dwyane Wade,1,0,,regular,2014,28,knee,knee
5883,2014-12-21,Philadelphia 76ers,Hollis Thompson,upper respiratory illness (DTD),Hollis Thompson,11,0,,regular,2014,26,sick,sick
5886,2014-12-22,Denver Nuggets,Danilo Gallinari,surgery on right knee to repair torn meniscus (out indefinitely),Danilo Gallinari,1,0,,regular,2014,28,knee,knee
5893,2014-12-23,Indiana Pacers,Damjan Rudez,upper respiratory infection (DTD),Damjan Rudez,10,0,,regular,2014,29,sick,sick
5894,2014-12-23,Los Angeles Lakers,Kobe Bryant,general soreness / rest (DTD),Kobe Bryant,3,0,,regular,2014,28,rest,rest
5897,2014-12-23,Miami Heat,Josh McRoberts,surgery on right knee to repair torn meniscus (out for season),Josh McRoberts,1,0,,regular,2014,29,knee,knee
5898,2014-12-23,Atlanta Hawks,Pero Antic,sprained right ankle (DTD),Pero Antic,1,0,,regular,2014,28,ankle,lower leg
5899,2014-12-23,Philadelphia 76ers,Tony Wroten Jr.,sprained right knee (DTD),Tony Wroten,1,0,,regular,2014,27,knee,knee
5900,2014-12-23,Miami Heat,Justin Hamilton (b),concussion (DTD),Justin Hamilton,1,0,,regular,2014,29,head,head
5902,2014-12-25,San Antonio Spurs,Boris Diaw,illness (DTD),Boris Diaw,1,0,,regular,2014,30,sick,sick
5904,2014-12-26,San Antonio Spurs,(William) Tony Parker,strained hamstring (DTD),Tony Parker,1,0,,regular,2014,31,hamstring,upper leg
5905,2014-12-26,Sacramento Kings,Ryan Hollins,placed on IL for personal reasons,Ryan Hollins,1,0,,regular,2014,29,personal reasons,healthy inactive
5906,2014-12-26,Sacramento Kings,Ramon Sessions,strained lower back (DTD),Ramon Sessions,1,0,,regular,2014,29,back,torso
5908,2014-12-26,Cleveland Cavaliers,Anderson Varejao,surgery to repair torn left Achilles tendon (out for season),Anderson Varejao,1,0,,regular,2014,29,achilles,lower leg
5909,2014-12-26,Milwaukee Bucks,Ersan Ilyasova,concussion (DTD),Ersan Ilyasova,10,0,,regular,2014,30,head,head
5910,2014-12-26,Portland Trailblazers,Chris Kaman,personal reasons (DTD),Chris Kaman,1,0,,regular,2014,31,personal reasons,healthy inactive
5913,2014-12-26,Milwaukee Bucks,Larry Sanders (b),personal reasons (DTD),Larry Sanders,1,0,,regular,2014,30,personal reasons,healthy inactive
5914,2014-12-27,Philadelphia 76ers,Luc Richard Mbah a Moute / Luc Mbah a Moute,strained left calf (DTD),Luc Mbah a Moute,2,0,,regular,2014,29,calf,lower leg
5915,2014-12-27,New York Knicks,Amare Stoudemire / Amar'e Stoudemire,sore right knee (DTD),Amar'e Stoudemire,1,0,,regular,2014,32,knee,knee
5916,2014-12-27,Indiana Pacers,C.J. Miles,upper respiratory infection / illness (DTD),CJ Miles,1,0,,regular,2014,31,sick,sick
5917,2014-12-27,Houston Rockets,Alexey Shved,sprained left ankle (DTD),Alexey Shved,8,0,,regular,2014,29,ankle,lower leg
5918,2014-12-27,Toronto Raptors,Landry Fields,concussion (DTD),Landry Fields,3,0,,regular,2014,30,head,head
5922,2014-12-28,New York Knicks,Samuel Dalembert,sprained right ankle (DTD),Samuel Dalembert,1,0,,regular,2014,33,ankle,lower leg
5924,2014-12-29,Sacramento Kings,Eric Moreland,left shoulder injury (out for season),Eric Moreland,1,0,,regular,2014,31,shoulder,torso
5927,2014-12-29,Charlotte Hornets,Lance Stephenson,bruised pelvis (DTD),Lance Stephenson,1,0,,regular,2014,32,other,other
5928,2014-12-30,Cleveland Cavaliers,Shawn Marion,sprained left ankle (DTD),Shawn Marion,2,0,,regular,2014,31,ankle,lower leg
5929,2014-12-30,Atlanta Hawks,Al Horford,illness (DTD),Al Horford,1,0,,regular,2014,31,sick,sick
5930,2014-12-30,Denver Nuggets,Darrell Arthur,leg injury (DTD),Darrell Arthur,1,0,,regular,2014,32,leg,leg
5931,2014-12-30,New Orleans Pelicans,John Salmons,personal reasons (out indefinitely),John Salmons,1,0,,regular,2014,31,personal reasons,healthy inactive
5933,2014-12-31,Utah Jazz,Alec Burks,surgery on left shoulder (out for season),Alec Burks,1,0,,regular,2014,33,shoulder,torso
5934,2014-12-31,Milwaukee Bucks,Jerryd Bayless,sore left knee (DTD),Jerryd Bayless,1,0,,regular,2014,33,knee,knee
5935,2014-12-31,Cleveland Cavaliers,Kevin Love,back spasms (DTD),Kevin Love,1,0,,regular,2014,32,back,torso
5936,2014-12-31,Charlotte Hornets,Al Jefferson,strained adductor muscle in left groin (out indefinitely),Al Jefferson,1,0,,regular,2014,33,groin,upper leg
5938,2015-01-02,New York Knicks,Carmelo Anthony,sore left knee (DTD),Carmelo Anthony,1,0,,regular,2014,35,knee,knee
5940,2015-01-02,Indiana Pacers,George Hill,sore/strained left groin (DTD),George Hill,1,0,,regular,2014,34,groin,upper leg
5941,2015-01-02,Indiana Pacers,C.J. Watson,sore left foot (DTD),CJ Watson,2,0,,regular,2014,34,foot,foot
5942,2015-01-02,Utah Jazz,Rodney Hood,left heel injury (out indefinitely),Rodney Hood,1,0,,regular,2014,33,heel,foot
5949,2015-01-03,Minnesota Timberwolves,Chase Budinger,illness (DTD),Chase Budinger,2,0,,regular,2014,32,sick,sick
5950,2015-01-03,Utah Jazz,Enes Kanter,sprained right ankle (out indefinitely),Enes Kanter,1,0,,regular,2014,34,ankle,lower leg
