,Date,Team,Relinquished,Notes,Player,Reg_games_missed,Post_games_missed,Out_for_season,Season,Year,Game_number,note_keyword,category
2753,2012-12-29,Washington Wizards,Trevor Ariza,strained left calf (DNP),Trevor Ariza,1,0,,regular,2012,28,calf,lower leg
2754,2012-12-29,Washington Wizards,Jordan Crawford,sore left ankle (DNP),Jordan Crawford,1,0,,regular,2012,28,ankle,lower leg
2755,2012-12-29,Washington Wizards,A.J. Price,fractured right hand (DNP),AJ Price,1,0,,regular,2012,28,hand,hand
2756,2012-12-29,Minnesota Timberwolves,Ricky Rubio,back spasms (DNP),Ricky Rubio,1,0,,regular,2012,27,back,torso
2757,2012-12-29,Minnesota Timberwolves,Malcolm Lee / Malcom Lee,hyperextended right knee (DNP),Malcolm Lee,1,0,,regular,2012,27,knee,knee
2758,2012-12-29,Houston Rockets,Carlos Delfino,illness (DNP),Carlos Delfino,1,0,,regular,2012,30,sick,sick
2759,2012-12-29,Indiana Pacers,Sam Young,flu (DNP),Sam Young,1,0,,regular,2012,30,sick,sick
2760,2012-12-29,Orlando Magic,E'Twaun Moore,sprained left elbow (DNP),E'Twaun Moore,1,0,,regular,2012,30,elbow,arm
2761,2012-12-29,Atlanta Hawks,Josh Smith,hip flexor injury (DNP),Josh Smith,1,0,,regular,2012,28,hip,upper leg
2762,2012-12-29,Atlanta Hawks,Anthony Morrow,strained right hip (DTD),Anthony Morrow,1,0,,regular,2012,28,hip,upper leg
2763,2012-12-29,Boston Celtics,Rajon Rondo,hip injury (DNP),Rajon Rondo,1,0,,regular,2012,29,hip,upper leg
2764,2012-12-29,Boston Celtics,Leandro Barbosa,personal reasons (DNP),Leandro Barbosa,1,0,,regular,2012,29,personal reasons,healthy inactive
2765,2012-12-29,Orlando Magic,Jameer Nelson,sore left hip (DNP),Jameer Nelson,1,0,,regular,2012,30,hip,upper leg
2766,2012-12-30,San Antonio Spurs,Gary Neal,strained right calf (DNP),Gary Neal,1,0,,regular,2012,32,calf,lower leg
2767,2012-12-30,Utah Jazz,Maurice Williams / Mo Williams,sprained right thumb (DNP),Mo Williams,1,0,,regular,2012,32,finger,hand
