,Date,Team,Relinquished,Notes,Player,Reg_games_missed,Post_games_missed,Out_for_season,Season,Year,Game_number,note_keyword,category,Pos,Age,Team_y,G,GS,MPPG,TGP_prior_seasons,TMP_current_season,TMP_prior_seasons
1006,2012-01-07,Charlotte Bobcats,Corey Maggette,strained left hamstring (DNP),Corey Maggette,1.0,0.0,,regular,2011,8,hamstring,upper leg,SF,32.0,Charlotte Bobcats,32.0,28.0,27.5,789.0,880.0,22496.8
1007,2012-01-07,New Orleans Hornets,Trevor Ariza,strained groin (DNP),Trevor Ariza,1.0,0.0,,regular,2011,8,groin,upper leg,SF,26.0,New Orleans Hornets,41.0,41.0,32.9,499.0,1348.8999999999999,12491.0
1008,2012-01-08,Washington Wizards,Rashard Lewis,sore right knee (DNP),Rashard Lewis,1.0,0.0,,regular,2011,8,knee,knee,SF,32.0,Washington Wizards,28.0,15.0,26.0,970.0,728.0,33513.0
1009,2012-01-08,Minnesota Timberwolves,Malcolm Lee / Malcom Lee,recovering from surgery on left knee to repair torn meniscus (DNP),Malcolm Lee,1.0,0.0,,regular,2011,8,knee,knee,SG,21.0,Minnesota Timberwolves,19.0,0.0,12.8,0.0,243.20000000000002,0.0
1010,2012-01-08,Minnesota Timberwolves,Jose Juan Barea / Jose Barea / J.J. Barea,strained left hamstring (DNP),JJ Barea,1.0,0.0,,regular,2011,8,hamstring,upper leg,PG,27.0,Minnesota Timberwolves,41.0,11.0,25.2,355.0,1033.2,6195.700000000001
1011,2012-01-08,Minnesota Timberwolves,Michael Beasley,sprained right foot (DNP),Michael Beasley,1.0,0.0,,regular,2011,8,foot,foot,SF,23.0,Minnesota Timberwolves,47.0,7.0,23.1,244.0,1085.7,7003.9
1012,2012-01-08,Memphis Grizzlies,Hamed Haddadi,Visa issues (DNP),Hamed Haddadi,1.0,0.0,,regular,2011,8,other,other,C,26.0,Memphis Grizzlies,35.0,0.0,5.9,95.0,206.5,558.9000000000001
1013,2012-01-08,Milwaukee Bucks,Luc Richard Mbah a Moute / Luc Mbah a Moute,right knee tendinitis (DNP),Luc Mbah a Moute,1.0,0.0,,regular,2011,8,knee,knee,PF,25.0,Milwaukee Bucks,43.0,22.0,23.5,241.0,1010.5,6255.7
1014,2012-01-08,Milwaukee Bucks,Beno Udrih,sprained/bruised left shoulder (DNP),Beno Udrih,1.0,0.0,,regular,2011,8,shoulder,torso,SG,29.0,Milwaukee Bucks,59.0,0.0,18.3,539.0,1079.7,12562.3
1015,2012-01-08,Sacramento Kings,Chuck Hayes,dislocated left shoulder (DNP),Chuck Hayes,1.0,0.0,,regular,2011,9,shoulder,torso,C,28.0,Sacramento Kings,54.0,9.0,19.2,450.0,1036.8,9011.4
1016,2012-01-09,New Jersey Nets,Mehmet Okur,back spasms (DNP),Mehmet Okur,1.0,0.0,,regular,2011,10,back,torso,C,32.0,New Jersey Nets,17.0,14.0,26.7,688.0,453.9,19656.4
1017,2012-01-09,Minnesota Timberwolves,Michael Beasley,personal reasons (DNP),Michael Beasley,1.0,0.0,,regular,2011,9,personal reasons,healthy inactive,SF,23.0,Minnesota Timberwolves,47.0,7.0,23.1,244.0,1085.7,7003.9
1018,2012-01-09,Minnesota Timberwolves,Malcolm Lee / Malcom Lee,recovering from surgery on left knee to repair torn meniscus (DNP),Malcolm Lee,1.0,0.0,,regular,2011,9,knee,knee,SG,21.0,Minnesota Timberwolves,19.0,0.0,12.8,0.0,243.20000000000002,0.0
1019,2012-01-09,Toronto Raptors,Jerryd Bayless,sprained left ankle (DNP),Jerryd Bayless,1.0,0.0,,regular,2011,9,ankle,lower leg,PG,23.0,Toronto Raptors,31.0,11.0,22.7,206.0,703.6999999999999,3634.9000000000005
1020,2012-01-09,Detroit Pistons,Charlie Villanueva,sore right ankle (DNP),Charlie Villanueva,1.0,0.0,,regular,2011,9,ankle,lower leg,PF,27.0,Detroit Pistons,13.0,0.0,13.8,428.0,179.4,10782.699999999999
1021,2012-01-09,Indiana Pacers,George Hill,sore back (DNP),George Hill,1.0,0.0,,regular,2011,9,back,torso,PG,25.0,Indiana Pacers,50.0,9.0,25.5,251.0,1275.0,6307.9
1022,2012-01-09,New Jersey Nets,DeShawn Stevenson,sore right knee (DNP),DeShawn Stevenson,1.0,0.0,,regular,2011,10,knee,knee,SF,30.0,New Jersey Nets,51.0,30.0,18.8,755.0,958.8000000000001,16988.0
1023,2012-01-09,New Orleans Hornets,Jason Smith,personal reasons (DNP),Jason Smith,1.0,0.0,,regular,2011,9,personal reasons,healthy inactive,PF,25.0,New Orleans Hornets,40.0,29.0,23.7,221.0,948.0,3011.8999999999996
1024,2012-01-09,New Orleans Hornets,Eric Gordon,bruised right knee (DNP),Eric Gordon,1.0,0.0,,regular,2011,9,knee,knee,PG,23.0,New Orleans Hornets,9.0,9.0,34.4,196.0,309.59999999999997,7018.6
1025,2012-01-09,Chicago Bulls,C.J. Watson,sprained left elbow (DNP),CJ Watson,1.0,0.0,,regular,2011,10,elbow,arm,PG,27.0,Chicago Bulls,49.0,25.0,23.7,272.0,1161.3,5268.6
1026,2012-01-09,Charlotte Bobcats,Corey Maggette,strained left hamstring (DNP),Corey Maggette,1.0,0.0,,regular,2011,9,hamstring,upper leg,SF,32.0,Charlotte Bobcats,32.0,28.0,27.5,789.0,880.0,22496.8
1027,2012-01-09,Indiana Pacers,Danny Granger,food poisoning (DNP),Danny Granger,1.0,0.0,,regular,2011,9,sick,sick,SF,28.0,Indiana Pacers,62.0,62.0,33.3,459.0,2064.6,15241.6
1028,2012-01-10,Detroit Pistons,Rodney Stuckey,sore groin (DNP),Rodney Stuckey,1.0,0.0,,regular,2011,10,groin,upper leg,SG,25.0,Detroit Pistons,55.0,48.0,29.9,300.0,1644.5,8792.5
1029,2012-01-10,Toronto Raptors,Jerryd Bayless,sprained left ankle (DNP),Jerryd Bayless,1.0,0.0,,regular,2011,10,ankle,lower leg,PG,23.0,Toronto Raptors,31.0,11.0,22.7,206.0,703.6999999999999,3634.9000000000005
1030,2012-01-10,Detroit Pistons,Charlie Villanueva,sore right ankle (DNP),Charlie Villanueva,1.0,0.0,,regular,2011,10,ankle,lower leg,PF,27.0,Detroit Pistons,13.0,0.0,13.8,428.0,179.4,10782.699999999999
1031,2012-01-10,Minnesota Timberwolves,Malcolm Lee / Malcom Lee,recovering from surgery on left knee to repair torn meniscus (DNP),Malcolm Lee,1.0,0.0,,regular,2011,10,knee,knee,SG,21.0,Minnesota Timberwolves,19.0,0.0,12.8,0.0,243.20000000000002,0.0
1032,2012-01-10,Minnesota Timberwolves,Michael Beasley,sprained right midfoot (DNP),Michael Beasley,1.0,0.0,,regular,2011,10,foot,foot,SF,23.0,Minnesota Timberwolves,47.0,7.0,23.1,244.0,1085.7,7003.9
1033,2012-01-10,Oklahoma City Thunder,Cole Aldrich,personal reasons (DNP),Cole Aldrich,1.0,0.0,,regular,2011,11,personal reasons,healthy inactive,C,23.0,Oklahoma City Thunder,26.0,0.0,6.7,18.0,174.20000000000002,142.20000000000002
1034,2012-01-10,Los Angeles Lakers,Troy Murphy,gastroenteritis (DNP),Troy Murphy,1.0,0.0,,regular,2011,11,sick,sick,PF,31.0,Los Angeles Lakers,59.0,0.0,16.2,657.0,955.8,18717.8
1035,2012-01-10,Los Angeles Lakers,Jason Kapono,personal reasons (DNP),Jason Kapono,1.0,0.0,,regular,2011,11,personal reasons,healthy inactive,SG,30.0,Los Angeles Lakers,27.0,0.0,10.0,492.0,270.0,9030.199999999999
1036,2012-01-10,Sacramento Kings,Marcus Thornton (T.),bruised left thigh (DNP),Marcus Thornton,1.0,0.0,,regular,2011,10,quad,upper leg,SG,24.0,Sacramento Kings,51.0,51.0,34.9,146.0,1779.8999999999999,3642.7000000000007
1037,2012-01-10,Sacramento Kings,Chuck Hayes,dislocated left shoulder (DNP),Chuck Hayes,1.0,0.0,,regular,2011,10,shoulder,torso,C,28.0,Sacramento Kings,54.0,9.0,19.2,450.0,1036.8,9011.4
1038,2012-01-10,Memphis Grizzlies,Hamed Haddadi,Visa issues (DNP),Hamed Haddadi,1.0,0.0,,regular,2011,9,other,other,C,26.0,Memphis Grizzlies,35.0,0.0,5.9,95.0,206.5,558.9000000000001
1039,2012-01-10,Chicago Bulls,C.J. Watson,sprained left elbow (DNP),CJ Watson,1.0,0.0,,regular,2011,11,elbow,arm,PG,27.0,Chicago Bulls,49.0,25.0,23.7,272.0,1161.3,5268.6
1040,2012-01-10,Milwaukee Bucks,Beno Udrih,sprained/bruised left shoulder (DNP),Beno Udrih,1.0,0.0,,regular,2011,9,shoulder,torso,SG,29.0,Milwaukee Bucks,59.0,0.0,18.3,539.0,1079.7,12562.3
1041,2012-01-10,Charlotte Bobcats,Tyrus Thomas,sprained left ankle (DNP),Tyrus Thomas,1.0,0.0,,regular,2011,10,ankle,lower leg,PF,25.0,Charlotte Bobcats,54.0,30.0,18.8,341.0,1015.2,6936.0
1042,2012-01-10,Charlotte Bobcats,Corey Maggette,strained left hamstring (DNP),Corey Maggette,1.0,0.0,,regular,2011,10,hamstring,upper leg,SF,32.0,Charlotte Bobcats,32.0,28.0,27.5,789.0,880.0,22496.8
1043,2012-01-11,Washington Wizards,Andray Blatche,sore right shoulder (DTD),Andray Blatche,1.0,0.0,,regular,2011,10,shoulder,torso,PF,25.0,Washington Wizards,26.0,13.0,24.1,391.0,626.6,8777.300000000001
1044,2012-01-11,Toronto Raptors,Jerryd Bayless,sprained left ankle (DNP),Jerryd Bayless,1.0,0.0,,regular,2011,11,ankle,lower leg,PG,23.0,Toronto Raptors,31.0,11.0,22.7,206.0,703.6999999999999,3634.9000000000005
1045,2012-01-11,Denver Nuggets,Ty Lawson,strained right foot (DNP),Ty Lawson,1.0,0.0,,regular,2011,11,foot,foot,PG,24.0,Denver Nuggets,61.0,61.0,34.8,156.0,2122.7999999999997,3708.7000000000003
1046,2012-01-11,Los Angeles Lakers,Troy Murphy,gastroenteritis (DNP),Troy Murphy,1.0,0.0,,regular,2011,12,sick,sick,PF,31.0,Los Angeles Lakers,59.0,0.0,16.2,657.0,955.8,18717.8
1047,2012-01-11,Los Angeles Lakers,Jason Kapono,personal reasons (DNP),Jason Kapono,1.0,0.0,,regular,2011,12,personal reasons,healthy inactive,SG,30.0,Los Angeles Lakers,27.0,0.0,10.0,492.0,270.0,9030.199999999999
1048,2012-01-11,Sacramento Kings,Chuck Hayes,dislocated left shoulder (DNP),Chuck Hayes,1.0,0.0,,regular,2011,11,shoulder,torso,C,28.0,Sacramento Kings,54.0,9.0,19.2,450.0,1036.8,9011.4
1049,2012-01-11,Utah Jazz,Jeremy Evans,flu (DNP),Jeremy Evans,1.0,0.0,,regular,2011,10,sick,sick,SF,24.0,Utah Jazz,29.0,0.0,7.5,49.0,217.5,460.6
1050,2012-01-11,New Jersey Nets,DeShawn Stevenson,sore right knee (DNP),DeShawn Stevenson,1.0,0.0,,regular,2011,11,knee,knee,SF,30.0,New Jersey Nets,51.0,30.0,18.8,755.0,958.8000000000001,16988.0
1051,2012-01-11,New Orleans Hornets,Eric Gordon,bruised right knee (DNP),Eric Gordon,1.0,0.0,,regular,2011,10,knee,knee,PG,23.0,New Orleans Hornets,9.0,9.0,34.4,196.0,309.59999999999997,7018.6
1052,2012-01-11,Atlanta Hawks,Tracy McGrady,back spasms (DNP),Tracy McGrady,1.0,0.0,,regular,2011,11,back,torso,SF,32.0,Atlanta Hawks,52.0,0.0,16.1,924.0,837.2,31426.0
1053,2012-01-11,Boston Celtics,Marquis Daniels,illness (DNP),Marquis Daniels,1.0,0.0,,regular,2011,9,sick,sick,SG,31.0,Boston Celtics,38.0,0.0,12.7,498.0,482.59999999999997,10749.9
1054,2012-01-11,Chicago Bulls,Richard Hamilton,sore left groin (DNP),Richard Hamilton,1.0,0.0,,regular,2011,12,groin,upper leg,SG,33.0,Chicago Bulls,28.0,28.0,24.9,963.0,697.1999999999999,32566.900000000005
1055,2012-01-11,Chicago Bulls,Derrick Rose,sprained left big toe (DNP),Derrick Rose,1.0,0.0,,regular,2011,12,toe,foot,PG,23.0,Chicago Bulls,39.0,39.0,35.3,268.0,1376.6999999999998,10071.3
1056,2012-01-11,Philadelphia 76ers,Spencer Hawes,strained lower back (DNP),Spencer Hawes,1.0,0.0,,regular,2011,10,back,torso,C,23.0,Philadelphia 76ers,37.0,29.0,24.9,306.0,921.3,6902.2
1057,2012-01-11,New Orleans Hornets,Jason Smith,personal reasons (DNP),Jason Smith,1.0,0.0,,regular,2011,10,personal reasons,healthy inactive,PF,25.0,New Orleans Hornets,40.0,29.0,23.7,221.0,948.0,3011.8999999999996
1058,2012-01-12,Atlanta Hawks,Marvin Williams,sprained left ankle (DNP),Marvin Williams,1.0,0.0,,regular,2011,12,ankle,lower leg,SF,25.0,Atlanta Hawks,57.0,37.0,26.3,466.0,1499.1000000000001,14181.0
1059,2012-01-12,Milwaukee Bucks,Luc Richard Mbah a Moute / Luc Mbah a Moute,right knee tendinitis (DNP),Luc Mbah a Moute,1.0,0.0,,regular,2011,10,knee,knee,PF,25.0,Milwaukee Bucks,43.0,22.0,23.5,241.0,1010.5,6255.7
1060,2012-01-12,Golden State Warriors,Dorell Wright,bruised left knee (DNP),Dorell Wright,1.0,0.0,,regular,2011,10,knee,knee,SF,26.0,Golden State Warriors,61.0,61.0,27.0,300.0,1647.0,7392.6
1061,2012-01-12,Detroit Pistons,Charlie Villanueva,sore right ankle (DNP),Charlie Villanueva,1.0,0.0,,regular,2011,11,ankle,lower leg,PF,27.0,Detroit Pistons,13.0,0.0,13.8,428.0,179.4,10782.699999999999
1062,2012-01-12,Memphis Grizzlies,Hamed Haddadi,Visa issues (DNP),Hamed Haddadi,1.0,0.0,,regular,2011,10,other,other,C,26.0,Memphis Grizzlies,35.0,0.0,5.9,95.0,206.5,558.9000000000001
1063,2012-01-12,Charlotte Bobcats,Corey Maggette,strained left hamstring (DNP),Corey Maggette,1.0,0.0,,regular,2011,11,hamstring,upper leg,SF,32.0,Charlotte Bobcats,32.0,28.0,27.5,789.0,880.0,22496.8
1064,2012-01-12,Atlanta Hawks,Tracy McGrady,back spasms (DNP),Tracy McGrady,1.0,0.0,,regular,2011,12,back,torso,SF,32.0,Atlanta Hawks,52.0,0.0,16.1,924.0,837.2,31426.0
1065,2012-01-13,Toronto Raptors,Andrea Bargnani,strained left calf (DNP),Andrea Bargnani,1.0,0.0,,regular,2011,12,calf,lower leg,C,26.0,Toronto Raptors,31.0,31.0,33.3,378.0,1032.3,11386.3
1066,2012-01-13,Washington Wizards,Andray Blatche,sore right shoulder (DTD),Andray Blatche,1.0,0.0,,regular,2011,11,shoulder,torso,PF,25.0,Washington Wizards,26.0,13.0,24.1,391.0,626.6,8777.300000000001
1067,2012-01-13,Minnesota Timberwolves,Michael Beasley,sprained right midfoot (DNP),Michael Beasley,1.0,0.0,,regular,2011,11,foot,foot,SF,23.0,Minnesota Timberwolves,47.0,7.0,23.1,244.0,1085.7,7003.9
1068,2012-01-13,Minnesota Timberwolves,Malcolm Lee / Malcom Lee,recovering from surgery on left knee to repair torn meniscus (DNP),Malcolm Lee,1.0,0.0,,regular,2011,11,knee,knee,SG,21.0,Minnesota Timberwolves,19.0,0.0,12.8,0.0,243.20000000000002,0.0
1069,2012-01-13,Minnesota Timberwolves,Jose Juan Barea / Jose Barea / J.J. Barea,sprained left ankle (DNP),JJ Barea,1.0,0.0,,regular,2011,11,ankle,lower leg,PG,27.0,Minnesota Timberwolves,41.0,11.0,25.2,355.0,1033.2,6195.700000000001
1070,2012-01-13,Phoenix Suns,Grant Hill,strained right quadriceps (DNP),Grant Hill,1.0,0.0,,regular,2011,11,quad,upper leg,SF,39.0,Phoenix Suns,49.0,46.0,28.1,986.0,1376.9,34173.8
1071,2012-01-13,Toronto Raptors,Jerryd Bayless,sprained left ankle (DNP),Jerryd Bayless,1.0,0.0,,regular,2011,12,ankle,lower leg,PG,23.0,Toronto Raptors,31.0,11.0,22.7,206.0,703.6999999999999,3634.9000000000005
1072,2012-01-13,Detroit Pistons,Charlie Villanueva,sore right ankle (DNP),Charlie Villanueva,1.0,0.0,,regular,2011,12,ankle,lower leg,PF,27.0,Detroit Pistons,13.0,0.0,13.8,428.0,179.4,10782.699999999999
1073,2012-01-13,Phoenix Suns,Steve Nash,bruised right quadricep (DNP),Steve Nash,1.0,0.0,,regular,2011,11,quad,upper leg,PG,37.0,Phoenix Suns,62.0,62.0,31.6,1208.0,1959.2,38401.4
1074,2012-01-13,New Jersey Nets,Dennis Horner,sprained left ankle (DNP),Dennis Horner,1.0,0.0,,regular,2011,12,ankle,lower leg,PF,23.0,New Jersey Nets,8.0,0.0,2.8,0.0,22.4,0.0
1075,2012-01-13,Los Angeles Lakers,Metta World Peace / Ron Artest,rest (DNP),Metta World Peace,1.0,0.0,,regular,2011,13,rest,rest,SF,32.0,Los Angeles Lakers,64.0,45.0,26.9,839.0,1721.6,28867.1
1076,2012-01-13,Sacramento Kings,Chuck Hayes,dislocated left shoulder (DNP),Chuck Hayes,1.0,0.0,,regular,2011,12,shoulder,torso,C,28.0,Sacramento Kings,54.0,9.0,19.2,450.0,1036.8,9011.4
1077,2012-01-13,New Orleans Hornets,Eric Gordon,personal reasons (DNP),Eric Gordon,1.0,0.0,,regular,2011,11,personal reasons,healthy inactive,PG,23.0,New Orleans Hornets,9.0,9.0,34.4,196.0,309.59999999999997,7018.6
1078,2012-01-13,Indiana Pacers,Jeff Foster,sore lower back (DNP),Jeff Foster,1.0,0.0,,regular,2011,11,back,torso,C,35.0,Indiana Pacers,11.0,0.0,12.8,806.0,140.8,16499.2
1079,2012-01-13,Milwaukee Bucks,Luc Richard Mbah a Moute / Luc Mbah a Moute,right knee tendinitis (DNP),Luc Mbah a Moute,1.0,0.0,,regular,2011,11,knee,knee,PF,25.0,Milwaukee Bucks,43.0,22.0,23.5,241.0,1010.5,6255.7
1080,2012-01-13,Milwaukee Bucks,Andrew Bogut,concussion (DNP),Andrew Bogut,1.0,0.0,,regular,2011,11,head,head,C,27.0,Milwaukee Bucks,12.0,12.0,30.3,401.0,363.6,13143.0
1081,2012-01-13,Charlotte Bobcats,DeSagana Diop,right knee inflammation (DNP),DeSagana Diop,1.0,0.0,,regular,2011,12,knee,knee,C,30.0,Charlotte Bobcats,27.0,9.0,12.0,580.0,324.0,8395.0
1082,2012-01-13,Charlotte Bobcats,Corey Maggette,strained left hamstring (DNP),Corey Maggette,1.0,0.0,,regular,2011,12,hamstring,upper leg,SF,32.0,Charlotte Bobcats,32.0,28.0,27.5,789.0,880.0,22496.8
1083,2012-01-14,Minnesota Timberwolves,Malcolm Lee / Malcom Lee,recovering from surgery on left knee to repair torn meniscus (DNP),Malcolm Lee,1.0,0.0,,regular,2011,12,knee,knee,SG,21.0,Minnesota Timberwolves,19.0,0.0,12.8,0.0,243.20000000000002,0.0
1084,2012-01-14,Minnesota Timberwolves,Jose Juan Barea / Jose Barea / J.J. Barea,sprained left ankle (DNP),JJ Barea,1.0,0.0,,regular,2011,12,ankle,lower leg,PG,27.0,Minnesota Timberwolves,41.0,11.0,25.2,355.0,1033.2,6195.700000000001
1085,2012-01-14,Toronto Raptors,Jerryd Bayless,sprained left ankle (DNP),Jerryd Bayless,1.0,0.0,,regular,2011,13,ankle,lower leg,PG,23.0,Toronto Raptors,31.0,11.0,22.7,206.0,703.6999999999999,3634.9000000000005
1086,2012-01-14,Toronto Raptors,Andrea Bargnani,strained left calf (DNP),Andrea Bargnani,1.0,0.0,,regular,2011,13,calf,lower leg,C,26.0,Toronto Raptors,31.0,31.0,33.3,378.0,1032.3,11386.3
1087,2012-01-14,New Jersey Nets,Shawne Williams,shin splits (DNP),Shawne Williams,1.0,0.0,,regular,2011,13,shin,lower leg,SF,25.0,New Jersey Nets,25.0,6.0,20.6,194.0,515.0,3120.5999999999995
1088,2012-01-14,Sacramento Kings,Chuck Hayes,dislocated left shoulder (DNP),Chuck Hayes,1.0,0.0,,regular,2011,13,shoulder,torso,C,28.0,Sacramento Kings,54.0,9.0,19.2,450.0,1036.8,9011.4
1089,2012-01-14,New Orleans Hornets,Eric Gordon,personal reasons (DNP),Eric Gordon,1.0,0.0,,regular,2011,12,personal reasons,healthy inactive,PG,23.0,New Orleans Hornets,9.0,9.0,34.4,196.0,309.59999999999997,7018.6
1090,2012-01-14,Minnesota Timberwolves,Michael Beasley,sprained right midfoot (DNP),Michael Beasley,1.0,0.0,,regular,2011,12,foot,foot,SF,23.0,Minnesota Timberwolves,47.0,7.0,23.1,244.0,1085.7,7003.9
1091,2012-01-14,Memphis Grizzlies,Hamed Haddadi,Visa issues (DNP),Hamed Haddadi,1.0,0.0,,regular,2011,11,other,other,C,26.0,Memphis Grizzlies,35.0,0.0,5.9,95.0,206.5,558.9000000000001
1092,2012-01-14,Los Angeles Clippers,Maurice Williams / Mo Williams,sore right foot (DNP),Mo Williams,1.0,0.0,,regular,2011,9,foot,foot,SG,29.0,Los Angeles Clippers,52.0,1.0,28.3,567.0,1471.6000000000001,17448.899999999998
1093,2012-01-14,Boston Celtics,Chris Wilcox,sore left calf (DNP),Chris Wilcox,1.0,0.0,,regular,2011,11,calf,lower leg,C,29.0,Boston Celtics,28.0,4.0,17.2,539.0,481.59999999999997,11160.4
1094,2012-01-14,Charlotte Bobcats,D.J. White,personal reasons (DNP),DJ White,1.0,0.0,,regular,2011,13,personal reasons,healthy inactive,PF,25.0,Charlotte Bobcats,58.0,11.0,18.9,66.0,1096.1999999999998,918.4000000000001
1095,2012-01-14,Charlotte Bobcats,Corey Maggette,strained left hamstring (DNP),Corey Maggette,1.0,0.0,,regular,2011,13,hamstring,upper leg,SF,32.0,Charlotte Bobcats,32.0,28.0,27.5,789.0,880.0,22496.8
1096,2012-01-14,Portland Trailblazers,Marcus Camby,sprained left ankle (DNP),Marcus Camby,1.0,0.0,,regular,2011,12,ankle,lower leg,C,37.0,TOT,59.0,53.0,22.9,966.0,1351.1,29315.2
1097,2012-01-14,Atlanta Hawks,Tracy McGrady,back spasms (DNP),Tracy McGrady,1.0,0.0,,regular,2011,13,back,torso,SF,32.0,Atlanta Hawks,52.0,0.0,16.1,924.0,837.2,31426.0
1098,2012-01-15,San Antonio Spurs,Malcolm Thomas (b),gastroenteritis (DNP),Malcolm Thomas,1.0,0.0,,regular,2011,13,sick,sick,PF,23.0,San Antonio Spurs,3.0,0.0,5.0,0.0,15.0,0.0
1099,2012-01-15,Detroit Pistons,Will Bynum,strained right foot (DNP),Will Bynum,1.0,0.0,,regular,2011,13,foot,foot,PG,29.0,Detroit Pistons,36.0,0.0,14.3,200.0,514.8000000000001,3835.5999999999995
1100,2012-01-15,Detroit Pistons,Damien Wilkins,personal reasons (DNP),Damien Wilkins,1.0,0.0,,regular,2011,13,personal reasons,healthy inactive,SF,32.0,Detroit Pistons,60.0,2.0,15.4,457.0,924.0,8995.2
1101,2012-01-15,Detroit Pistons,Charlie Villanueva,sore right ankle (DNP),Charlie Villanueva,1.0,0.0,,regular,2011,13,ankle,lower leg,PF,27.0,Detroit Pistons,13.0,0.0,13.8,428.0,179.4,10782.699999999999
1102,2012-01-15,Utah Jazz,Josh Howard,strained left quadricep (DNP),Josh Howard,1.0,0.0,,regular,2011,12,quad,upper leg,SF,31.0,Utah Jazz,43.0,18.0,23.0,515.0,989.0,16208.900000000001
1103,2012-01-16,Minnesota Timberwolves,Michael Beasley,sprained right midfoot (DNP),Michael Beasley,1.0,0.0,,regular,2011,13,foot,foot,SF,23.0,Minnesota Timberwolves,47.0,7.0,23.1,244.0,1085.7,7003.9
1104,2012-01-16,Minnesota Timberwolves,Malcolm Lee / Malcom Lee,recovering from surgery on left knee to repair torn meniscus (DNP),Malcolm Lee,1.0,0.0,,regular,2011,13,knee,knee,SG,21.0,Minnesota Timberwolves,19.0,0.0,12.8,0.0,243.20000000000002,0.0
1105,2012-01-16,Minnesota Timberwolves,Jose Juan Barea / Jose Barea / J.J. Barea,sprained left ankle (DNP),JJ Barea,1.0,0.0,,regular,2011,13,ankle,lower leg,PG,27.0,Minnesota Timberwolves,41.0,11.0,25.2,355.0,1033.2,6195.700000000001
1106,2012-01-16,Washington Wizards,Rashard Lewis,sore right knee (DNP),Rashard Lewis,1.0,0.0,,regular,2011,13,knee,knee,SF,32.0,Washington Wizards,28.0,15.0,26.0,970.0,728.0,33513.0
1107,2012-01-16,Toronto Raptors,Jerryd Bayless,sprained left ankle (DNP),Jerryd Bayless,1.0,0.0,,regular,2011,14,ankle,lower leg,PG,23.0,Toronto Raptors,31.0,11.0,22.7,206.0,703.6999999999999,3634.9000000000005
1108,2012-01-16,Toronto Raptors,James Johnson,sprained right ankle (DNP),James Johnson,1.0,0.0,,regular,2011,14,ankle,lower leg,SF,24.0,Toronto Raptors,62.0,40.0,25.2,107.0,1562.3999999999999,1594.8
1109,2012-01-16,Toronto Raptors,Andrea Bargnani,strained left calf (DNP),Andrea Bargnani,1.0,0.0,,regular,2011,14,calf,lower leg,C,26.0,Toronto Raptors,31.0,31.0,33.3,378.0,1032.3,11386.3
1110,2012-01-16,Los Angeles Clippers,Chris Paul,strained left hamstring (DNP),Chris Paul,1.0,0.0,,regular,2011,10,hamstring,upper leg,PG,26.0,Los Angeles Clippers,60.0,60.0,36.4,448.0,2184.0,16701.4
1111,2012-01-16,Sacramento Kings,Chuck Hayes,dislocated left shoulder (DNP),Chuck Hayes,1.0,0.0,,regular,2011,14,shoulder,torso,C,28.0,Sacramento Kings,54.0,9.0,19.2,450.0,1036.8,9011.4
1112,2012-01-16,New Orleans Hornets,Eric Gordon,bruised right knee (DNP),Eric Gordon,1.0,0.0,,regular,2011,13,knee,knee,PG,23.0,New Orleans Hornets,9.0,9.0,34.4,196.0,309.59999999999997,7018.6
1113,2012-01-16,Los Angeles Clippers,Maurice Williams / Mo Williams,sore right foot (DNP),Mo Williams,1.0,0.0,,regular,2011,10,foot,foot,SG,29.0,Los Angeles Clippers,52.0,1.0,28.3,567.0,1471.6000000000001,17448.899999999998
1114,2012-01-16,Chicago Bulls,Derrick Rose,sprained left big toe / turf toe (DNP),Derrick Rose,1.0,0.0,,regular,2011,15,toe,foot,PG,23.0,Chicago Bulls,39.0,39.0,35.3,268.0,1376.6999999999998,10071.3
1115,2012-01-16,Charlotte Bobcats,Corey Maggette,strained left hamstring (DNP),Corey Maggette,1.0,0.0,,regular,2011,14,hamstring,upper leg,SF,32.0,Charlotte Bobcats,32.0,28.0,27.5,789.0,880.0,22496.8
1116,2012-01-16,Philadelphia 76ers,Evan Turner,bruised right quadricep (DNP),Evan Turner,1.0,0.0,,regular,2011,13,quad,upper leg,SF,23.0,Philadelphia 76ers,65.0,20.0,26.4,83.0,1716.0,1891.0
1117,2012-01-16,New Jersey Nets,Shawne Williams,shin splits (DNP),Shawne Williams,1.0,0.0,,regular,2011,14,shin,lower leg,SF,25.0,New Jersey Nets,25.0,6.0,20.6,194.0,515.0,3120.5999999999995
1118,2012-01-17,Utah Jazz,Josh Howard,strained left quadricep (DNP),Josh Howard,1.0,0.0,,regular,2011,13,quad,upper leg,SF,31.0,Utah Jazz,43.0,18.0,23.0,515.0,989.0,16208.900000000001
1119,2012-01-17,Detroit Pistons,Will Bynum,strained right foot (DNP),Will Bynum,1.0,0.0,,regular,2011,14,foot,foot,PG,29.0,Detroit Pistons,36.0,0.0,14.3,200.0,514.8000000000001,3835.5999999999995
1120,2012-01-17,Detroit Pistons,Charlie Villanueva,sore right ankle (DNP),Charlie Villanueva,1.0,0.0,,regular,2011,14,ankle,lower leg,PF,27.0,Detroit Pistons,13.0,0.0,13.8,428.0,179.4,10782.699999999999
