,Date,Team,Relinquished,Notes,Player,Reg_games_missed,Post_games_missed,Out_for_season,Season,Year,Game_number,note_keyword,category,Pos,Age,Team_y,G,GS,MPPG,TGP_prior_seasons,TMP_current_season,TMP_prior_seasons
127,2010-11-30,Boston Celtics,Delonte West,surgery to repair broken right wrist,Delonte West,1.0,0.0,,regular,2010,17,wrist,arm,PG,27.0,Boston Celtics,24.0,2.0,18.9,409.0,453.59999999999997,11758.9
128,2010-12-01,Milwaukee Bucks,Andrew Bogut,sore back (DNP),Andrew Bogut,1.0,0.0,,regular,2010,18,back,torso,C,26.0,Milwaukee Bucks,65.0,65.0,35.3,336.0,2294.5,10848.5
129,2010-12-01,Toronto Raptors,Predrag Stojakovic / Peja Stojakovic,swollen left knee (DNP),Peja Stojakovic,1.0,0.0,,regular,2010,18,knee,knee,SF,33.0,TOT,33.0,13.0,18.7,847.0,617.1,29094.399999999998
130,2010-12-02,Atlanta Hawks,Joe Johnson,arthroscopic surgery on right elbow to remove loose particle (out indefinitely),Joe Johnson,1.0,0.0,,regular,2010,20,elbow,arm,SG,29.0,Atlanta Hawks,72.0,72.0,35.5,743.0,2556.0,27454.3
131,2010-12-03,Orlando Magic,J.J. Redick,stomach virus (DNP),JJ Redick,1.0,0.0,,regular,2010,19,sick,sick,SG,26.0,Orlando Magic,59.0,5.0,25.6,255.0,1510.4,4430.800000000001
132,2010-12-03,Toronto Raptors,Predrag Stojakovic / Peja Stojakovic,swollen left knee (DNP),Peja Stojakovic,1.0,0.0,,regular,2010,19,knee,knee,SF,33.0,TOT,33.0,13.0,18.7,847.0,617.1,29094.399999999998
133,2010-12-03,Orlando Magic,Jameer Nelson,stomach virus (DNP),Jameer Nelson,1.0,0.0,,regular,2010,19,sick,sick,PG,28.0,Orlando Magic,76.0,76.0,30.5,427.0,2318.0,11890.299999999997
134,2010-12-03,New Orleans Hornets,David West,stomach virus (DNP),David West,1.0,0.0,,regular,2010,19,sick,sick,PF,30.0,New Orleans Hornets,70.0,70.0,35.0,484.0,2450.0,15478.0
135,2010-12-03,Orlando Magic,Dwight Howard,stomach virus (DNP),Dwight Howard,1.0,0.0,,regular,2010,19,sick,sick,C,25.0,Orlando Magic,78.0,78.0,37.6,540.0,2932.8,19462.8
136,2010-12-04,Minnesota Timberwolves,Michael Beasley,sprained right ankle (DNP),Michael Beasley,1.0,0.0,,regular,2010,20,ankle,lower leg,SF,22.0,Minnesota Timberwolves,73.0,73.0,32.3,171.0,2357.8999999999996,4646.0
137,2010-12-04,Orlando Magic,Dwight Howard,stomach virus (DNP),Dwight Howard,1.0,0.0,,regular,2010,20,sick,sick,C,25.0,Orlando Magic,78.0,78.0,37.6,540.0,2932.8,19462.8
138,2010-12-04,Orlando Magic,J.J. Redick,stomach virus (DNP),JJ Redick,1.0,0.0,,regular,2010,20,sick,sick,SG,26.0,Orlando Magic,59.0,5.0,25.6,255.0,1510.4,4430.800000000001
139,2010-12-04,Orlando Magic,Jameer Nelson,stomach virus (DNP),Jameer Nelson,1.0,0.0,,regular,2010,20,sick,sick,PG,28.0,Orlando Magic,76.0,76.0,30.5,427.0,2318.0,11890.299999999997
140,2010-12-04,Orlando Magic,Ryan Anderson,sprained right foot (DNP),Ryan Anderson,1.0,0.0,,regular,2010,20,foot,foot,PF,22.0,Orlando Magic,64.0,14.0,22.3,138.0,1427.2,2316.0
141,2010-12-05,Golden State Warriors,Rodney Carney,sprained left foot (DTD),Rodney Carney,1.0,0.0,,regular,2010,20,foot,foot,SF,26.0,TOT,27.0,1.0,12.4,278.0,334.8,4341.900000000001
142,2010-12-05,Oklahoma City Thunder,D.J. White,sprained right ankle (DTD),DJ White,3.0,0.0,,regular,2010,21,ankle,lower leg,C-PF,24.0,TOT,47.0,0.0,14.6,19.0,686.1999999999999,232.20000000000005
143,2010-12-05,Boston Celtics,Rajon Rondo,strained hamstring (DNP),Rajon Rondo,1.0,0.0,,regular,2010,20,hamstring,upper leg,PG,24.0,Boston Celtics,68.0,68.0,37.2,380.0,2529.6000000000004,12123.099999999999
144,2010-12-05,Toronto Raptors,Predrag Stojakovic / Peja Stojakovic,sore/swollen left knee (DNP),Peja Stojakovic,1.0,0.0,,regular,2010,20,knee,knee,SF,33.0,TOT,33.0,13.0,18.7,847.0,617.1,29094.399999999998
145,2010-12-06,Orlando Magic,Jameer Nelson,stomach flu (DNP),Jameer Nelson,1.0,0.0,,regular,2010,21,sick,sick,PG,28.0,Orlando Magic,76.0,76.0,30.5,427.0,2318.0,11890.299999999997
146,2010-12-06,Milwaukee Bucks,Drew Gooden,patella tendinitis in left foot (DNP),Drew Gooden,1.0,0.0,,regular,2010,20,foot,foot,PF,29.0,Milwaukee Bucks,35.0,18.0,24.6,624.0,861.0,17287.2
147,2010-12-07,Detroit Pistons,Charlie Villanueva,placed on IL for personal reasons,Charlie Villanueva,1.0,0.0,,regular,2010,22,personal reasons,healthy inactive,PF,26.0,Detroit Pistons,76.0,11.0,21.9,352.0,1664.3999999999999,9118.3
148,2010-12-08,Toronto Raptors,Predrag Stojakovic / Peja Stojakovic,swollen left knee (DNP),Peja Stojakovic,1.0,0.0,,regular,2010,22,knee,knee,SF,33.0,TOT,33.0,13.0,18.7,847.0,617.1,29094.399999999998
149,2010-12-08,Washington Wizards,John Wall (a),sore left foot (DNP),John Wall,1.0,0.0,,regular,2010,21,foot,foot,PG,20.0,Washington Wizards,69.0,64.0,37.8,0.0,2608.2,0.0
150,2010-12-08,Minnesota Timberwolves,Darko Milicic,bruised right quadriceps (DNP),Darko Milicic,1.0,0.0,,regular,2010,22,quad,upper leg,C,25.0,Minnesota Timberwolves,69.0,69.0,24.4,390.0,1683.6,6629.699999999999
151,2010-12-08,Denver Nuggets,Carmelo Anthony,right knee inflammation (DNP),Carmelo Anthony,1.0,0.0,,regular,2010,21,knee,knee,SF,26.0,TOT,77.0,77.0,35.7,559.0,2748.9,20484.399999999998
152,2010-12-08,Sacramento Kings,Samuel Dalembert,personal reasons (DNP),Samuel Dalembert,1.0,0.0,,regular,2010,20,personal reasons,healthy inactive,C,29.0,Sacramento Kings,80.0,46.0,24.2,599.0,1936.0,15854.2
153,2010-12-08,Utah Jazz,Kyrylo Fesenko,sprained left ankle (DNP),Kyrylo Fesenko,1.0,0.0,,regular,2010,23,ankle,lower leg,C,24.0,Utah Jazz,53.0,1.0,8.6,89.0,455.79999999999995,813.3
154,2010-12-09,Boston Celtics,Shaquille O'Neal,sore right calf (P) / sore left knee (CBC) (DNP),Shaquille O'Neal,1.0,0.0,,regular,2010,22,calf,lower leg,C,38.0,Boston Celtics,37.0,36.0,20.3,1303.0,751.1,46175.99999999999
155,2010-12-10,Oklahoma City Thunder,Nenad Krstic,back injury (DTD),Nenad Krstic,1.0,0.0,,regular,2010,24,back,torso,C,27.0,TOT,71.0,67.0,22.1,369.0,1569.1000000000001,9625.1
156,2010-12-10,Toronto Raptors,Jose Calderon,sore left foot (DTD),Jose Calderon,1.0,0.0,,regular,2010,23,foot,foot,PG,29.0,Toronto Raptors,68.0,55.0,30.9,370.0,2101.2,10000.2
157,2010-12-10,Atlanta Hawks,Zaur Pachulia / Zaza Pachulia,illness (DTD),Zaza Pachulia,1.0,0.0,,regular,2010,24,sick,sick,C,26.0,Atlanta Hawks,79.0,7.0,15.7,529.0,1240.3,10568.0
158,2010-12-10,Charlotte Bobcats,Tyrus Thomas,quadriceps injury (DTD),Tyrus Thomas,1.0,0.0,,regular,2010,22,quad,upper leg,C,24.0,Charlotte Bobcats,41.0,2.0,21.0,300.0,861.0,6075.0
159,2010-12-10,Utah Jazz,Raja Bell,groin injury (DTD),Raja Bell,1.0,0.0,,regular,2010,24,groin,upper leg,SG,34.0,Utah Jazz,68.0,63.0,30.8,672.0,2094.4,18682.7
160,2010-12-10,Golden State Warriors,Stephen Curry,sprained right ankle (DTD),Stephen Curry,1.0,0.0,,regular,2010,23,ankle,lower leg,PG,22.0,Golden State Warriors,74.0,74.0,33.6,80.0,2486.4,2895.9999999999995
161,2010-12-11,Toronto Raptors,Predrag Stojakovic / Peja Stojakovic,swollen left knee (DNP),Peja Stojakovic,1.0,0.0,,regular,2010,24,knee,knee,SF,33.0,TOT,33.0,13.0,18.7,847.0,617.1,29094.399999999998
162,2010-12-11,Denver Nuggets,Carmelo Anthony,right knee patella tendinitis (DNP),Carmelo Anthony,1.0,0.0,,regular,2010,23,knee,knee,SF,26.0,TOT,77.0,77.0,35.7,559.0,2748.9,20484.399999999998
163,2010-12-11,Cleveland Cavaliers,Ryan Hollins,stomach virus (DTD),Ryan Hollins,1.0,0.0,,regular,2010,23,sick,sick,C,26.0,Cleveland Cavaliers,70.0,16.0,16.9,214.0,1183.0,2475.9
164,2010-12-11,Utah Jazz,Kyrylo Fesenko,sprained left ankle (DNP),Kyrylo Fesenko,1.0,0.0,,regular,2010,25,ankle,lower leg,C,24.0,Utah Jazz,53.0,1.0,8.6,89.0,455.79999999999995,813.3
165,2010-12-11,Utah Jazz,Raja Bell,strained right abductor (DNP),Raja Bell,1.0,0.0,,regular,2010,25,abdominal,torso,SG,34.0,Utah Jazz,68.0,63.0,30.8,672.0,2094.4,18682.7
166,2010-12-12,Orlando Magic,Chris Duhon,strained lower back (DNP),Chris Duhon,1.0,0.0,,regular,2010,24,back,torso,PG,28.0,Orlando Magic,51.0,5.0,15.2,467.0,775.1999999999999,13160.399999999998
167,2010-12-13,Utah Jazz,Francisco Elson,renewing visa (DNP),Francisco Elson,1.0,0.0,,regular,2010,26,other,other,C,34.0,Utah Jazz,62.0,1.0,9.8,435.0,607.6,6948.1
168,2010-12-13,Utah Jazz,Raja Bell,strained right abductor (DNP),Raja Bell,1.0,0.0,,regular,2010,26,abdominal,torso,SG,34.0,Utah Jazz,68.0,63.0,30.8,672.0,2094.4,18682.7
169,2010-12-13,New Jersey Nets,Damion James,surgery to insert screw to repair broken right foot (out indefinitely),Damion James,1.0,0.0,,regular,2010,25,foot,foot,SF,23.0,New Jersey Nets,25.0,9.0,16.1,0.0,402.50000000000006,0.0
170,2010-12-14,Sacramento Kings,Tyreke Evans,left foot injury (DTD),Tyreke Evans,1.0,0.0,,regular,2010,22,foot,foot,SG,21.0,Sacramento Kings,57.0,53.0,37.0,72.0,2109.0,2678.3999999999996
171,2010-12-14,Orlando Magic,Mickael Pietrus,sprained left knee (DNP),Mickael Pietrus,1.0,0.0,,regular,2010,25,knee,knee,SG-SF,28.0,TOT,57.0,4.0,19.4,488.0,1105.8,10643.4
172,2010-12-14,Orlando Magic,Quentin Richardson,sore left elbow (DNP),Quentin Richardson,1.0,0.0,,regular,2010,25,elbow,arm,SF,30.0,Orlando Magic,57.0,19.0,16.8,697.0,957.6,19651.3
173,2010-12-14,Denver Nuggets,Chauncey Billups,sprained right wrist (DNP),Chauncey Billups,1.0,0.0,,regular,2010,24,wrist,arm,PG,34.0,TOT,72.0,72.0,32.1,1049.0,2311.2000000000003,34527.0
174,2010-12-14,Toronto Raptors,Predrag Stojakovic / Peja Stojakovic,swollen left knee (DNP),Peja Stojakovic,1.0,0.0,,regular,2010,25,knee,knee,SF,33.0,TOT,33.0,13.0,18.7,847.0,617.1,29094.399999999998
175,2010-12-15,Washington Wizards,Yi Jianlian / Jianlian Yi,sprained right knee (out indefinitely),Yi Jianlian,1.0,0.0,,regular,2010,24,knee,knee,PF,23.0,Washington Wizards,63.0,11.0,17.7,179.0,1115.1,4724.9
176,2010-12-15,Toronto Raptors,Predrag Stojakovic / Peja Stojakovic,swollen left knee (DNP),Peja Stojakovic,1.0,0.0,,regular,2010,26,knee,knee,SF,33.0,TOT,33.0,13.0,18.7,847.0,617.1,29094.399999999998
177,2010-12-15,Toronto Raptors,Andrea Bargnani,sore left knee (DNP),Andrea Bargnani,1.0,0.0,,regular,2010,26,knee,knee,C,25.0,Toronto Raptors,66.0,66.0,35.7,312.0,2356.2000000000003,9030.099999999999
178,2010-12-15,Milwaukee Bucks,John Salmons,back spasms (DNP),John Salmons,1.0,0.0,,regular,2010,24,back,torso,SG,31.0,Milwaukee Bucks,73.0,70.0,35.0,623.0,2555.0,16216.699999999997
179,2010-12-15,Boston Celtics,Shaquille O'Neal,sore right calf (DNP),Shaquille O'Neal,1.0,0.0,,regular,2010,24,calf,lower leg,C,38.0,Boston Celtics,37.0,36.0,20.3,1303.0,751.1,46175.99999999999
180,2010-12-15,Chicago Bulls,Joakim Noah,torn ligament in right thumb (out indefinitely),Joakim Noah,1.0,0.0,,regular,2010,24,finger,hand,C,25.0,Chicago Bulls,48.0,48.0,32.8,230.0,1574.3999999999999,5853.1
181,2010-12-15,Miami Heat,Carlos Arroyo,funeral (DNP),Carlos Arroyo,1.0,0.0,,regular,2010,27,other,other,PG,31.0,TOT,64.0,43.0,18.5,539.0,1184.0,9828.0
182,2010-12-16,Houston Rockets,Yao Ming,stress fracture in left ankle (out for season),Yao Ming,1.0,0.0,,regular,2010,26,ankle,lower leg,C,30.0,Houston Rockets,5.0,5.0,18.2,509.0,91.0,16708.2
183,2010-12-16,Washington Wizards,John Wallace,right knee tendinitis (DNP),John Wallace,1.0,0.0,,regular,2010,24,knee,knee,,,,,,,,,
184,2010-12-16,San Antonio Spurs,Tiago Splitter,strained right adductor (DTD),Tiago Splitter,1.0,0.0,,regular,2010,25,hip,upper leg,C,26.0,San Antonio Spurs,60.0,6.0,12.3,0.0,738.0,0.0
185,2010-12-16,Denver Nuggets,Chauncey Billups,torn ligament in right wrist (DNP),Chauncey Billups,1.0,0.0,,regular,2010,25,wrist,arm,PG,34.0,TOT,72.0,72.0,32.1,1049.0,2311.2000000000003,34527.0
186,2010-12-16,New Jersey Nets,Anthony Morrow,strained right hamstring (DNP),Anthony Morrow,1.0,0.0,,regular,2010,26,hamstring,upper leg,SG,25.0,New Jersey Nets,58.0,47.0,32.0,136.0,1856.0,3529.0
187,2010-12-16,Boston Celtics,Shaquille O'Neal,sore right calf (DNP),Shaquille O'Neal,1.0,0.0,,regular,2010,25,calf,lower leg,C,38.0,Boston Celtics,37.0,36.0,20.3,1303.0,751.1,46175.99999999999
188,2010-12-16,Boston Celtics,Rajon Rondo,sprained left ankle (DNP),Rajon Rondo,1.0,0.0,,regular,2010,25,ankle,lower leg,PG,24.0,Boston Celtics,68.0,68.0,37.2,380.0,2529.6000000000004,12123.099999999999
189,2010-12-16,Chicago Bulls,Joakim Noah,surgery on right thumb to repair torn ligament (out indefinitely),Joakim Noah,1.0,0.0,,regular,2010,25,finger,hand,C,25.0,Chicago Bulls,48.0,48.0,32.8,230.0,1574.3999999999999,5853.1
190,2010-12-17,Portland Trailblazers,Brandon Roy,sore left knee (DNP),Brandon Roy,1.0,0.0,,regular,2010,27,knee,knee,SG,26.0,Portland Trailblazers,47.0,23.0,27.9,283.0,1311.3,10448.500000000002
191,2010-12-17,Toronto Raptors,Sonny Weems,sore lower back (DNP),Sonny Weems,1.0,0.0,,regular,2010,27,back,torso,SF,24.0,Toronto Raptors,59.0,28.0,23.9,81.0,1410.1,1421.4
192,2010-12-18,Denver Nuggets,Chauncey Billups,torn ligament in right wrist (DNP),Chauncey Billups,1.0,0.0,,regular,2010,26,wrist,arm,PG,34.0,TOT,72.0,72.0,32.1,1049.0,2311.2000000000003,34527.0
193,2010-12-18,Portland Trailblazers,Nicolas Batum,sore right shoulder (DNP),Nicolas Batum,1.0,0.0,,regular,2010,28,shoulder,torso,SF,22.0,Portland Trailblazers,80.0,67.0,31.5,128.0,2520.0,2573.3999999999996
194,2010-12-18,San Antonio Spurs,George Hill,sprained right big toe (DNP),George Hill,1.0,0.0,,regular,2010,26,toe,foot,PG,24.0,San Antonio Spurs,76.0,5.0,28.3,169.0,2150.8,3968.0999999999995
195,2010-12-18,Portland Trailblazers,Brandon Roy,sore left knee (DNP),Brandon Roy,1.0,0.0,,regular,2010,28,knee,knee,SG,26.0,Portland Trailblazers,47.0,23.0,27.9,283.0,1311.3,10448.500000000002
196,2010-12-18,Portland Trailblazers,Marcus Camby,sore right shoulder (DNP),Marcus Camby,1.0,0.0,,regular,2010,28,shoulder,torso,C,36.0,Portland Trailblazers,59.0,51.0,26.1,901.0,1539.9,27608.5
197,2010-12-19,Boston Celtics,Rajon Rondo,sprained left ankle (DNP),Rajon Rondo,1.0,0.0,,regular,2010,26,ankle,lower leg,PG,24.0,Boston Celtics,68.0,68.0,37.2,380.0,2529.6000000000004,12123.099999999999
198,2010-12-19,New Jersey Nets,Quinton Ross,bruised lower back (DNP),Quinton Ross,1.0,0.0,,regular,2010,28,back,torso,SF,29.0,New Jersey Nets,36.0,4.0,9.8,434.0,352.8,8399.800000000001
199,2010-12-19,Detroit Pistons,Richard Hamilton,upset stomach (DNP),Richard Hamilton,1.0,0.0,,regular,2010,28,other,other,SG,32.0,Detroit Pistons,55.0,39.0,27.2,908.0,1496.0,31070.90000000001
200,2010-12-19,Detroit Pistons,Rodney Stuckey,sore left big toe (DNP),Rodney Stuckey,1.0,0.0,,regular,2010,28,toe,foot,PG,24.0,Detroit Pistons,70.0,54.0,31.2,230.0,2184.0,6608.5
201,2010-12-19,Toronto Raptors,Andrea Bargnani,sore right ankle (DNP),Andrea Bargnani,1.0,0.0,,regular,2010,28,ankle,lower leg,C,25.0,Toronto Raptors,66.0,66.0,35.7,312.0,2356.2000000000003,9030.099999999999
202,2010-12-19,Toronto Raptors,Sonny Weems,back spasms (DNP),Sonny Weems,1.0,0.0,,regular,2010,28,back,torso,SF,24.0,Toronto Raptors,59.0,28.0,23.9,81.0,1410.1,1421.4
203,2010-12-20,Milwaukee Bucks,Carlos Delfino,concussion (DNP),Carlos Delfino,1.0,0.0,,regular,2010,26,head,head,SF,28.0,Milwaukee Bucks,49.0,40.0,32.4,373.0,1587.6,7276.5
204,2010-12-20,Golden State Warriors,Dan Gadzuric,strained left groin (DNP),Dan Gadzuric,1.0,0.0,,regular,2010,27,groin,upper leg,C-PF,32.0,TOT,42.0,9.0,11.0,495.0,462.0,7420.3
205,2010-12-20,San Antonio Spurs,George Hill,sprained right big toe (DNP),George Hill,1.0,0.0,,regular,2010,27,toe,foot,PG,24.0,San Antonio Spurs,76.0,5.0,28.3,169.0,2150.8,3968.0999999999995
206,2010-12-20,New Orleans Hornets,Willie Green,death in family (DNP),Willie Green,1.0,0.0,,regular,2010,28,personal reasons,healthy inactive,SG,29.0,New Orleans Hornets,77.0,13.0,21.7,439.0,1670.8999999999999,9537.3
207,2010-12-20,Portland Trailblazers,Marcus Camby,strained right shoulder (DNP),Marcus Camby,1.0,0.0,,regular,2010,29,shoulder,torso,C,36.0,Portland Trailblazers,59.0,51.0,26.1,901.0,1539.9,27608.5
208,2010-12-20,Portland Trailblazers,Brandon Roy,sore left knee (DNP),Brandon Roy,1.0,0.0,,regular,2010,29,knee,knee,SG,26.0,Portland Trailblazers,47.0,23.0,27.9,283.0,1311.3,10448.500000000002
209,2010-12-20,Los Angeles Clippers,Craig Smith,back injury (out indefinitely),Craig Smith,1.0,0.0,,regular,2010,29,back,torso,PF,27.0,Los Angeles Clippers,48.0,0.0,12.2,308.0,585.5999999999999,5768.9
210,2010-12-21,Milwaukee Bucks,Carlos Delfino,concussion (DNP),Carlos Delfino,1.0,0.0,,regular,2010,27,head,head,SF,28.0,Milwaukee Bucks,49.0,40.0,32.4,373.0,1587.6,7276.5
211,2010-12-21,Milwaukee Bucks,Drew Gooden,sore left foot (DNP),Drew Gooden,1.0,0.0,,regular,2010,27,foot,foot,PF,29.0,Milwaukee Bucks,35.0,18.0,24.6,624.0,861.0,17287.2
212,2010-12-21,Orlando Magic,Malik Allen,sprained left ankle (DNP),Malik Allen,1.0,0.0,,regular,2010,28,ankle,lower leg,PF,32.0,Orlando Magic,18.0,0.0,9.9,488.0,178.20000000000002,7397.8
213,2010-12-21,New Jersey Nets,Quinton Ross,bruised lower back (DNP),Quinton Ross,1.0,0.0,,regular,2010,29,back,torso,SF,29.0,New Jersey Nets,36.0,4.0,9.8,434.0,352.8,8399.800000000001
214,2010-12-21,Golden State Warriors,Dan Gadzuric,strained left groin (DNP),Dan Gadzuric,1.0,0.0,,regular,2010,28,groin,upper leg,C-PF,32.0,TOT,42.0,9.0,11.0,495.0,462.0,7420.3
215,2010-12-22,San Antonio Spurs,George Hill,sprained right big toe (DNP),George Hill,1.0,0.0,,regular,2010,28,toe,foot,PG,24.0,San Antonio Spurs,76.0,5.0,28.3,169.0,2150.8,3968.0999999999995
216,2010-12-22,Toronto Raptors,Sonny Weems,back spasms (DNP),Sonny Weems,1.0,0.0,,regular,2010,29,back,torso,SF,24.0,Toronto Raptors,59.0,28.0,23.9,81.0,1410.1,1421.4
217,2010-12-22,Toronto Raptors,Jerryd Bayless,food poisoning (DNP),Jerryd Bayless,1.0,0.0,,regular,2010,29,sick,sick,PG,22.0,TOT,71.0,14.0,21.1,135.0,1498.1000000000001,2136.8
218,2010-12-22,Denver Nuggets,Carmelo Anthony,placed on IL with death in family,Carmelo Anthony,1.0,0.0,,regular,2010,27,personal reasons,healthy inactive,SF,26.0,TOT,77.0,77.0,35.7,559.0,2748.9,20484.399999999998
219,2010-12-22,New Jersey Nets,Quinton Ross,bruised lower back (DNP),Quinton Ross,1.0,0.0,,regular,2010,30,back,torso,SF,29.0,New Jersey Nets,36.0,4.0,9.8,434.0,352.8,8399.800000000001
220,2010-12-22,Boston Celtics,Rajon Rondo,sprained left ankle (DNP),Rajon Rondo,1.0,0.0,,regular,2010,27,ankle,lower leg,PG,24.0,Boston Celtics,68.0,68.0,37.2,380.0,2529.6000000000004,12123.099999999999
221,2010-12-23,Milwaukee Bucks,Carlos Delfino,concussion (DNP),Carlos Delfino,1.0,0.0,,regular,2010,28,head,head,SF,28.0,Milwaukee Bucks,49.0,40.0,32.4,373.0,1587.6,7276.5
222,2010-12-23,Milwaukee Bucks,Drew Gooden,sore left foot (DNP),Drew Gooden,1.0,0.0,,regular,2010,28,foot,foot,PF,29.0,Milwaukee Bucks,35.0,18.0,24.6,624.0,861.0,17287.2
223,2010-12-23,Orlando Magic,Daniel Orton,arthroscopic surgery on left knee (out for season),Daniel Orton,1.0,0.0,,regular,2010,29,knee,knee,,,,,,,,,
224,2010-12-23,San Antonio Spurs,George Hill,sprained right big toe (DNP),George Hill,1.0,0.0,,regular,2010,29,toe,foot,PG,24.0,San Antonio Spurs,76.0,5.0,28.3,169.0,2150.8,3968.0999999999995
225,2010-12-25,Portland Trailblazers,Brandon Roy,sore left knee (DNP),Brandon Roy,1.0,0.0,,regular,2010,30,knee,knee,SG,26.0,Portland Trailblazers,47.0,23.0,27.9,283.0,1311.3,10448.500000000002
226,2010-12-25,Boston Celtics,Semih Erden,stomach virus (DTD),Semih Erden,1.0,0.0,,regular,2010,28,sick,sick,C,24.0,TOT,41.0,8.0,14.5,0.0,594.5,0.0
227,2010-12-25,Orlando Magic,Jason Williams,sore left foot (DNP),Jason Williams,1.0,0.0,,regular,2010,30,foot,foot,PG,35.0,TOT,27.0,0.0,10.9,828.0,294.3,24632.0
228,2010-12-26,Philadelphia 76ers,Louis Williams / Lou Williams,placed on IL with birth of child,Lou Williams,1.0,0.0,,regular,2010,30,personal reasons,healthy inactive,SG,24.0,Philadelphia 76ers,75.0,0.0,23.3,328.0,1747.5,6814.4
229,2010-12-27,Philadelphia 76ers,Andre Iguodala,right Achilles tendinitis (DNP),Andre Iguodala,1.0,0.0,,regular,2010,31,achilles,lower leg,SF,27.0,Philadelphia 76ers,67.0,67.0,36.9,503.0,2472.2999999999997,19231.0
230,2010-12-27,Portland Trailblazers,Brandon Roy,sore left knee (DNP),Brandon Roy,1.0,0.0,,regular,2010,31,knee,knee,SG,26.0,Portland Trailblazers,47.0,23.0,27.9,283.0,1311.3,10448.500000000002
231,2010-12-27,Milwaukee Bucks,Drew Gooden,sore left foot (DNP),Drew Gooden,1.0,0.0,,regular,2010,29,foot,foot,PF,29.0,Milwaukee Bucks,35.0,18.0,24.6,624.0,861.0,17287.2
232,2010-12-27,Orlando Magic,Jason Williams,sore left foot (DNP),Jason Williams,1.0,0.0,,regular,2010,31,foot,foot,PG,35.0,TOT,27.0,0.0,10.9,828.0,294.3,24632.0
233,2010-12-27,Toronto Raptors,Sonny Weems,back spasms (DNP),Sonny Weems,1.0,0.0,,regular,2010,30,back,torso,SF,24.0,Toronto Raptors,59.0,28.0,23.9,81.0,1410.1,1421.4
234,2010-12-28,Toronto Raptors,Sonny Weems,back spasms (DNP),Sonny Weems,1.0,0.0,,regular,2010,31,back,torso,SF,24.0,Toronto Raptors,59.0,28.0,23.9,81.0,1410.1,1421.4
235,2010-12-28,Orlando Magic,Quentin Richardson,flu-like symptoms (DNP),Quentin Richardson,1.0,0.0,,regular,2010,32,sick,sick,SF,30.0,Orlando Magic,57.0,19.0,16.8,697.0,957.6,19651.3
236,2010-12-28,Orlando Magic,Jason Williams,sore left foot (DNP),Jason Williams,1.0,0.0,,regular,2010,32,foot,foot,PG,35.0,TOT,27.0,0.0,10.9,828.0,294.3,24632.0
237,2010-12-28,Toronto Raptors,Jose Calderon,sore ankle (DNP),Jose Calderon,1.0,0.0,,regular,2010,31,ankle,lower leg,PG,29.0,Toronto Raptors,68.0,55.0,30.9,370.0,2101.2,10000.2
238,2010-12-28,Portland Trailblazers,Marcus Camby,sprained right ankle (P) / left ankle (CBC) (DNP),Marcus Camby,1.0,0.0,,regular,2010,32,ankle,lower leg,C,36.0,Portland Trailblazers,59.0,51.0,26.1,901.0,1539.9,27608.5
239,2010-12-28,Portland Trailblazers,Brandon Roy,sore left knee (DNP),Brandon Roy,1.0,0.0,,regular,2010,32,knee,knee,SG,26.0,Portland Trailblazers,47.0,23.0,27.9,283.0,1311.3,10448.500000000002
240,2010-12-28,Milwaukee Bucks,Drew Gooden,plantar fasciitis in left foot (DNP),Drew Gooden,1.0,0.0,,regular,2010,30,foot,foot,PF,29.0,Milwaukee Bucks,35.0,18.0,24.6,624.0,861.0,17287.2
241,2010-12-29,Cleveland Cavaliers,Maurice Williams / Mo Williams,strained left hip flexor (DNP),Mo Williams,1.0,0.0,,regular,2010,32,hip,upper leg,PG,28.0,TOT,58.0,56.0,30.8,509.0,1786.4,15662.499999999998
242,2010-12-29,Boston Celtics,Semih Erden,upper respiratory infection (DNP),Semih Erden,1.0,0.0,,regular,2010,30,sick,sick,C,24.0,TOT,41.0,8.0,14.5,0.0,594.5,0.0
243,2010-12-29,Utah Jazz,C.J. Miles,flu-like symptoms (DNP),CJ Miles,1.0,0.0,,regular,2010,32,sick,sick,SF,23.0,Utah Jazz,78.0,19.0,25.2,278.0,1965.6,4809.4
244,2010-12-29,Denver Nuggets,Kenyon Martin,sore left knee (DNP),Kenyon Martin,1.0,0.0,,regular,2010,31,knee,knee,PF,33.0,Denver Nuggets,48.0,48.0,25.7,690.0,1233.6,22784.399999999998
